time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type_group,breakdown_topic,breakdown,school_count,pupil_count,attainment8_sum,attainment8_average,engmath_entering_total,engmath_entering_percent,engmath_95_total,engmath_95_percent,engmath_94_total,engmath_94_percent,ebacc_entering_total,ebacc_entering_percent,ebacc_95_total,ebacc_95_percent,ebacc_94_total,ebacc_94_percent,ebacc_aps_sum,ebacc_aps_average,progress8_pupil_count,progress8_sum,progress8_average,progress8_lower_95_ci,progress8_upper_95_ci
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,All other ethnic groups,2413,12989,610028,47,12320,94.8,6103,47,8344,64.2,6750,52,2812,21.6,4009,30.9,55738.53,4.29,9886,5265.455,0.53,0.5,0.56
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,All White,4025,433874,19591179.28,45.2,416429,96,187138,43.1,276380,63.7,155250,35.8,66461,15.3,96121,22.2,1702843.89,3.92,417092,-57505.127,-0.14,-0.14,-0.13
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Any other Asian background,2398,12152,660131.02,54.3,11737,96.6,7595,62.5,9371,77.1,6451,53.1,3465,28.5,4484,36.9,59896.44,4.93,10276,7063.988,0.69,0.66,0.71
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Any other Black background,1650,4862,215277.25,44.3,4647,95.6,1929,39.7,2882,59.3,2136,43.9,751,15.4,1125,23.1,18933.67,3.89,4254,386.587,0.09,0.05,0.13
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Any other mixed / multiple ethnic background,3018,13580,663308.13,48.8,13070,96.2,6703,49.4,9260,68.2,6357,46.8,2960,21.8,4072,30,59280.45,4.37,12135,1323.837,0.11,0.08,0.13
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Any other White background,3460,38104,1843632.91,48.4,36860,96.7,18152,47.6,25331,66.5,19635,51.5,8958,23.5,12466,32.7,168592.95,4.42,31029,14294.577,0.46,0.44,0.48
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Bangladeshi,1503,10981,570311,51.9,10701,97.5,6272,57.1,8207,74.7,5956,54.2,2537,23.1,3557,32.4,50743.08,4.62,10198,5076.04,0.5,0.47,0.53
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Caribbean,1494,6787,271281.63,40,6563,96.7,2115,31.2,3535,52.1,2655,39.1,629,9.3,1089,16,23229.38,3.42,6376,-1543.674,-0.24,-0.28,-0.21
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Chinese,1495,3383,221738.26,65.5,3328,98.4,2650,78.3,2996,88.6,2171,64.2,1580,46.7,1838,54.3,20963.23,6.2,2133,2294.424,1.08,1.02,1.14
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,English / Welsh / Scottish / Northern Irish / British,4000,392501,17629896.87,44.9,376648,96,167941,42.8,249584,63.6,134639,34.3,57063,14.5,83054,21.2,1524060.55,3.88,383221,-70720.173,-0.18,-0.19,-0.18
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Gypsy,675,1429,28938.5,20.3,1190,83.3,110,7.7,232,16.2,209,14.6,28,2,53,3.7,2321.21,1.62,1121,-1000.348,-0.89,-0.98,-0.81
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Indian,2255,19601,1164081.21,59.4,19290,98.4,13791,70.4,16358,83.5,11647,59.4,6951,35.5,8662,44.2,106388.43,5.43,16857,13835.262,0.82,0.8,0.84
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Irish,989,1651,83640.75,50.7,1580,95.7,902,54.6,1175,71.2,732,44.3,405,24.5,535,32.4,7443.04,4.51,1544,110.019,0.07,0,0.14
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Irish Traveller,168,189,5070.25,26.8,151,79.9,33,17.5,58,30.7,35,18.5,7,3.7,13,6.9,426.14,2.25,177,-189.202,-1.07,-1.28,-0.86
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Pakistani,1938,27242,1280957.77,47,26511,97.3,12547,46.1,17925,65.8,12547,46.1,4475,16.4,6690,24.6,112435.28,4.13,24982,6114.25,0.24,0.23,0.26
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Unknown,2458,11987,504719.14,42.1,11167,93.2,4760,39.7,6978,58.2,4327,36.1,1772,14.8,2512,21,44447.39,3.71,10210,-2813.405,-0.28,-0.3,-0.25
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,White and Asian,2737,8787,454359.01,51.7,8527,97,4930,56.1,6503,74,4104,46.7,2110,24,2818,32.1,40531.21,4.61,8155,1470.169,0.18,0.15,0.21
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,White and Black African,2200,5074,235511.5,46.4,4876,96.1,2247,44.3,3301,65.1,2180,43,878,17.3,1268,25,20768.16,4.09,4657,-89.94,-0.02,-0.06,0.02
202223,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,White and Black Caribbean,2562,9282,362977.88,39.1,8793,94.7,2834,30.5,4769,51.4,2806,30.2,831,9,1344,14.5,30726.45,3.31,8979,-4158.955,-0.46,-0.49,-0.43
202223,Academic year,National,E92000001,England,Final,All state-funded,FSM status,FSM eligible,4018,137204,4773036.4,34.8,125943,91.8,34107,24.9,58908,42.9,37556,27.4,9845,7.2,16132,11.8,405295.83,2.95,127714,-74201.498,-0.58,-0.59,-0.57
202223,Academic year,National,E92000001,England,Final,All state-funded,FSM status,Not known to be FSM eligible,4040,469711,23314842.43,49.6,457586,97.4,240714,51.2,336187,71.6,200767,42.7,93227,19.8,130681,27.8,2055441.03,4.38,440816,59197.363,0.13,0.13,0.14
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN provision,All SEN provision,4035,100131,2810329.29,28.1,83382,83.3,16995,17,30474,30.4,15216,15.2,3970,4,6280,6.3,231807.16,2.32,94437,-58858.847,-0.62,-0.63,-0.61
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN provision,"Education, health and care plan",3776,26998,377762.75,14,13623,50.5,1854,6.9,3515,13,1164,4.3,315,1.2,497,1.8,30001.09,1.11,24134,-27123.732,-1.12,-1.14,-1.11
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN provision,SEN support / SEN without an EHC plan,3276,73133,2432566.54,33.3,69759,95.4,15141,20.7,26959,36.9,14052,19.2,3655,5,5783,7.9,201806.07,2.76,70303,-31735.115,-0.45,-0.46,-0.44
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN provision,No SEN provision,3258,505532,25257399.54,50,499262,98.8,257667,51,364305,72.1,223089,44.1,99096,19.6,140522,27.8,2227288.96,4.41,473182,46054.284,0.1,0.09,0.1
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Autistic spectrum disorder,3310,15392,448289.01,29.1,11274,73.2,3545,23,5619,36.5,2394,15.6,900,5.8,1313,8.5,37972.62,2.47,14339,-9658.761,-0.67,-0.7,-0.65
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Hearing impairment,1278,1951,79689.75,40.8,1782,91.3,708,36.3,1036,53.1,595,30.5,253,13,365,18.7,6840.84,3.51,1851,105.394,0.06,-0.01,0.12
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Moderate learning difficulty,2925,16836,376359.75,22.4,14140,84,1065,6.3,2643,15.7,1837,10.9,163,1,323,1.9,29595.03,1.76,15919,-7812.771,-0.49,-0.51,-0.47
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Multi-sensory impairment,211,305,10975.13,36,265,86.9,89,29.2,146,47.9,57,18.7,25,8.2,39,12.8,931.03,3.05,294,-105.955,-0.36,-0.52,-0.2
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,No primary need,3270,506786,25277618.54,49.9,500147,98.7,257827,50.9,364623,71.9,223108,44,99103,19.6,140534,27.7,2228936.7,4.4,474093,43856.025,0.09,0.09,0.1
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Other difficulty or disability,1664,4863,161136.51,33.1,4433,91.2,1079,22.2,1854,38.1,1029,21.2,293,6,440,9,13529.23,2.78,4572,-1980.702,-0.43,-0.47,-0.39
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Physical disability,1699,2826,96105,34,2354,83.3,737,26.1,1202,42.5,641,22.7,216,7.6,345,12.2,8137.63,2.88,2661,-1073.143,-0.4,-0.46,-0.35
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Profound and multiple learning difficulty,293,618,1196.5,1.9,40,6.5,5,0.8,9,1.5,1,0.2,0,0,0,0,93.82,0.15,549,-820.632,-1.49,-1.61,-1.38
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,SEN support but no specialist assessment of type of need,733,1968,62376.25,31.7,1907,96.9,337,17.1,641,32.6,366,18.6,71,3.6,121,6.1,5120.41,2.6,1860,-638.426,-0.34,-0.41,-0.28
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Severe learning difficulty,654,2372,4441,1.9,201,8.5,16,0.7,29,1.2,16,0.7,1,0,2,0.1,344.25,0.15,2121,-3133.207,-1.48,-1.54,-1.42
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,"Social, emotional and mental health",3481,24006,636088.64,26.5,20346,84.8,3847,16,7041,29.3,3422,14.3,903,3.8,1433,6,52511.82,2.19,22756,-27127.835,-1.19,-1.21,-1.17
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Specific learning difficulty,3050,17743,613226.75,34.6,16957,95.6,3743,21.1,6895,38.9,2943,16.6,733,4.1,1190,6.7,50195.67,2.83,16884,-2858.062,-0.17,-0.19,-0.15
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,"Speech, language and communications needs",2865,10059,273221.25,27.2,8581,85.3,1441,14.3,2747,27.3,1602,15.9,291,2.9,524,5.2,22525.24,2.24,9506,-3604.656,-0.38,-0.41,-0.35
202223,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Visual impairment,890,1190,47154.75,39.6,1102,92.6,382,32.1,610,51.3,312,26.2,120,10.1,184,15.5,4002.57,3.36,1125,-151.404,-0.13,-0.22,-0.05
202223,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage status,Disadvantaged,4028,159363,5575894.78,35,146138,91.7,40153,25.2,69152,43.4,44189,27.7,11739,7.4,19176,12,473933.33,2.97,148768,-84568.232,-0.57,-0.58,-0.56
202223,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage status,Not known to be disadvantaged,4030,447552,22511984.05,50.3,437391,97.7,234668,52.4,325943,72.8,194134,43.4,91333,20.4,127637,28.5,1986803.53,4.44,419762,69564.097,0.17,0.16,0.17
202223,Academic year,National,E92000001,England,Final,All state-funded,First language,Known or believed to be English,4033,494564,22685609.35,45.9,475414,96.1,220489,44.6,320844,64.9,181673,36.7,78898,16,113042,22.9,1972048.39,3.99,478155,-57446.75,-0.12,-0.12,-0.12
202223,Academic year,National,E92000001,England,Final,All state-funded,First language,Known or believed to be other than English,3631,108301,5257658.23,48.5,104556,96.5,52970,48.9,72218,66.7,55503,51.2,23722,21.9,33115,30.6,476103.92,4.4,87130,44845.294,0.51,0.51,0.52
202122,Academic year,National,E92000001,England,Final,All state-funded,Total,Total,4015,587660,28661352.56,48.8,566032,96.3,292573,49.8,404321,68.8,227595,38.7,119139,20.3,157319,26.8,2511594,4.27,553527,-16797.805,-0.03,-0.03,-0.03
202122,Academic year,National,E92000001,England,Final,All state-funded,Sex,Boys,3803,300517,13908919.1,46.3,287036,95.5,141367,47,198887,66.2,101817,33.9,49614,16.5,66410,22.1,1220272.23,4.06,282288,-58725.29,-0.21,-0.21,-0.2
202122,Academic year,National,E92000001,England,Final,All state-funded,Sex,Girls,3759,287143,14752433.46,51.4,278996,97.2,151206,52.7,205434,71.5,125778,43.8,69525,24.2,90909,31.7,1291321.77,4.5,271239,41927.485,0.15,0.15,0.16
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,African,2446,24499,1247300.51,50.9,23774,97,13347,54.5,17955,73.3,12243,50,5633,23,7874,32.1,111318.27,4.54,21181,7413.566,0.35,0.33,0.37
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,All Asian / Asian British,3141,69263,3810416.7,55,67536,97.5,43040,62.1,53709,77.5,35766,51.6,19961,28.8,25183,36.4,343336.38,4.96,61894,34275.162,0.55,0.54,0.56
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,All Black / African / Caribbean / Black British,2778,36070,1753617.01,48.6,34878,96.7,17831,49.4,24858,68.9,16868,46.8,7336,20.3,10456,29,155318.13,4.31,31754,5669.62,0.18,0.16,0.19
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,All mixed / multiple ethnic groups,3543,34068,1682253.77,49.4,32804,96.3,16985,49.9,23331,68.5,14328,42.1,7604,22.3,9919,29.1,148435.53,4.36,31608,-1334.681,-0.04,-0.06,-0.03
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,All other ethnic groups,2307,11976,594352.38,49.6,11399,95.2,6237,52.1,8211,68.6,6167,51.5,3013,25.2,3958,33,54222.88,4.53,9207,4951.518,0.54,0.51,0.57
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,All White,3985,425274,20350393.45,47.9,409302,96.2,203847,47.9,287688,67.6,150752,35.4,79406,18.7,105356,24.8,1768932.82,4.16,409540,-56599.261,-0.14,-0.14,-0.13
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Any other Asian background,2316,11278,642467.13,57,10904,96.7,7525,66.7,9102,80.7,6102,54.1,3722,33,4579,40.6,58468.12,5.18,9606,6748.757,0.7,0.67,0.73
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Any other Black background,1573,4508,211450.5,46.9,4331,96.1,2042,45.3,2960,65.7,1985,44,840,18.6,1227,27.2,18687.68,4.15,3942,435.355,0.11,0.07,0.15
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Any other mixed / multiple ethnic background,2934,12383,633983.38,51.2,11970,96.7,6561,53,8807,71.1,5797,46.8,3128,25.3,4041,32.6,56643.59,4.57,11103,1029.102,0.09,0.07,0.12
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Any other White background,3331,33986,1725269.15,50.8,32975,97,17715,52.1,23910,70.4,17435,51.3,8902,26.2,11679,34.4,156744.76,4.61,27636,13510.262,0.49,0.47,0.51
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Bangladeshi,1484,10690,581510,54.4,10423,97.5,6642,62.1,8370,78.3,5672,53.1,2891,27,3772,35.3,52028.03,4.87,9971,5456.386,0.55,0.52,0.57
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Caribbean,1504,7063,294866,41.7,6773,95.9,2442,34.6,3943,55.8,2640,37.4,863,12.2,1355,19.2,25312.18,3.58,6631,-2179.301,-0.33,-0.36,-0.29
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Chinese,1277,2435,161023.88,66.1,2375,97.5,1948,80,2160,88.7,1506,61.8,1131,46.4,1288,52.9,14996.76,6.16,1914,1895.816,0.99,0.93,1.05
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,English / Welsh / Scottish / Northern Irish / British,3965,388058,18501453.42,47.7,373441,96.2,185007,47.7,262202,67.6,132385,34.1,70010,18,93042,24,1601523.24,4.13,379114,-68959.63,-0.18,-0.19,-0.18
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Gypsy,651,1432,30092.25,21,1176,82.1,122,8.5,267,18.6,188,13.1,30,2.1,56,3.9,2409.22,1.68,1117,-1113.499,-1,-1.08,-0.91
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Indian,2082,18221,1116805.41,61.3,17930,98.4,13297,73,15537,85.3,10709,58.8,6966,38.2,8335,45.7,102269.1,5.61,15888,13231.344,0.83,0.81,0.85
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Irish,959,1611,88117.63,54.7,1551,96.3,976,60.6,1244,77.2,722,44.8,455,28.2,568,35.3,7817.99,4.85,1510,130.896,0.09,0.02,0.16
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Irish Traveller,164,187,5461,29.2,159,85,27,14.4,65,34.8,22,11.8,9,4.8,11,5.9,437.61,2.34,163,-167.29,-1.03,-1.24,-0.81
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Pakistani,1902,26639,1308610.28,49.1,25904,97.2,13628,51.2,18540,69.6,11777,44.2,5251,19.7,7209,27.1,115574.37,4.34,24515,6942.859,0.28,0.27,0.3
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,Unknown,2303,11009,470319.25,42.7,10113,91.9,4633,42.1,6524,59.3,3714,33.7,1819,16.5,2447,22.2,41348.26,3.76,9524,-3760.163,-0.39,-0.42,-0.37
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,White and Asian,2664,8161,447008.51,54.8,7920,97,4964,60.8,6271,76.8,3846,47.1,2419,29.6,2948,36.1,39964.94,4.9,7595,1595.872,0.21,0.18,0.24
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,White and Black African,2115,4629,226744.63,49,4475,96.7,2239,48.4,3214,69.4,1985,42.9,947,20.5,1330,28.7,19982.69,4.32,4248,59.509,0.01,-0.03,0.06
202122,Academic year,National,E92000001,England,Final,All state-funded,Ethnicity,White and Black Caribbean,2521,8895,374517.25,42.1,8439,94.9,3221,36.2,5039,56.6,2700,30.4,1110,12.5,1600,18,31844.31,3.58,8662,-4019.164,-0.46,-0.49,-0.43
202122,Academic year,National,E92000001,England,Final,All state-funded,FSM status,FSM eligible,3979,121847,4496825.77,36.9,111823,91.8,34637,28.4,57234,47,31862,26.1,10789,8.9,16395,13.5,381416.9,3.13,114213,-66901.988,-0.59,-0.59,-0.58
202122,Academic year,National,E92000001,England,Final,All state-funded,FSM status,Not known to be FSM eligible,4003,465813,24164526.79,51.9,454209,97.5,257936,55.4,347087,74.5,195733,42,108350,23.3,140924,30.3,2130177.1,4.57,439314,50104.183,0.11,0.11,0.12
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN provision,All SEN provision,4001,92399,2715057.89,29.4,76874,83.2,16936,18.3,29781,32.2,13025,14.1,4244,4.6,6246,6.8,223713.47,2.42,87082,-60116.4,-0.69,-0.7,-0.68
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN provision,"Education, health and care plan",3658,24853,355900.75,14.3,12291,49.5,1728,7,3356,13.5,1008,4.1,328,1.3,489,2,28371.69,1.14,22131,-29428.983,-1.33,-1.35,-1.31
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN provision,SEN support / SEN without an EHC plan,3246,67546,2359157.14,34.9,64583,95.6,15208,22.5,26425,39.1,12017,17.8,3916,5.8,5757,8.5,195341.78,2.89,64951,-30687.417,-0.47,-0.48,-0.46
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN provision,No SEN provision,3233,493881,25929006.92,52.5,488283,98.9,275503,55.8,374292,75.8,214544,43.4,114883,23.3,151058,30.6,2286394.09,4.63,465353,46288.489,0.1,0.1,0.1
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Autistic spectrum disorder,3163,13226,395248.25,29.9,9552,72.2,3205,24.2,4996,37.8,1912,14.5,887,6.7,1212,9.2,33446.63,2.53,12315,-9954.021,-0.81,-0.83,-0.78
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Hearing impairment,1229,1883,79292.75,42.1,1739,92.4,707,37.5,1075,57.1,516,27.4,255,13.5,345,18.3,6767.01,3.59,1798,-119.67,-0.07,-0.13,0
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Moderate learning difficulty,2918,16432,389365.63,23.7,13769,83.8,1169,7.1,2794,17,1584,9.6,183,1.1,356,2.2,30713.02,1.87,15474,-8832.244,-0.57,-0.59,-0.55
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Multi-sensory impairment,168,220,8014.5,36.4,187,85,61,27.7,96,43.6,47,21.4,17,7.7,26,11.8,666.55,3.03,207,-83.603,-0.4,-0.6,-0.21
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,No primary need,3249,495264,25946224.67,52.4,489156,98.8,275638,55.7,374538,75.6,214571,43.3,114895,23.2,151073,30.5,2287875.21,4.62,466446,43299.322,0.09,0.09,0.1
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Other difficulty or disability,1614,4449,153720.75,34.6,4026,90.5,1048,23.6,1780,40,877,19.7,318,7.1,445,10,12866.42,2.89,4147,-1898.026,-0.46,-0.5,-0.41
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Physical disability,1620,2741,97799.25,35.7,2309,84.2,793,28.9,1249,45.6,588,21.5,260,9.5,363,13.2,8317.47,3.03,2561,-1213.034,-0.47,-0.53,-0.42
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Profound and multiple learning difficulty,286,608,1116.5,1.8,47,7.7,1,0.2,6,1,1,0.2,0,0,0,0,84.18,0.14,519,-901.668,-1.74,-1.86,-1.62
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,SEN support but no specialist assessment of type of need,650,1666,56795.25,34.1,1606,96.4,322,19.3,624,37.5,284,17,71,4.3,114,6.8,4677.48,2.81,1586,-663.272,-0.42,-0.49,-0.35
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Severe learning difficulty,679,2334,5697.5,2.4,229,9.8,16,0.7,41,1.8,15,0.6,3,0.1,6,0.3,431.99,0.19,2070,-3486.385,-1.68,-1.74,-1.62
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,"Social, emotional and mental health",3421,21593,599944.63,27.8,18319,84.8,3810,17.6,6789,31.4,2906,13.5,934,4.3,1384,6.4,49406.64,2.29,20486,-26252.961,-1.28,-1.3,-1.26
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Specific learning difficulty,2983,16886,617598.13,36.6,16172,95.8,3957,23.4,7082,41.9,2586,15.3,820,4.9,1240,7.3,50546.8,2.99,16141,-2671.186,-0.17,-0.19,-0.14
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,"Speech, language and communications needs",2806,9221,261885.5,28.4,7885,85.5,1412,15.3,2621,28.4,1389,15.1,334,3.6,540,5.9,21607.91,2.34,8692,-3864.488,-0.44,-0.47,-0.41
202122,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Visual impairment,841,1137,48649.25,42.8,1036,91.1,434,38.2,630,55.4,319,28.1,162,14.2,215,18.9,4186.69,3.68,1085,-156.569,-0.14,-0.23,-0.06
202122,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage status,Disadvantaged,4002,154849,5824356.28,37.6,142655,92.1,45873,29.6,74980,48.4,41642,26.9,14369,9.3,21766,14.1,494700.35,3.19,146046,-79638.068,-0.55,-0.55,-0.54
202122,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage status,Not known to be disadvantaged,3985,432811,22836996.28,52.8,423377,97.8,246700,57,329341,76.1,185953,43,104770,24.2,135553,31.3,2016893.65,4.66,407481,62840.263,0.15,0.15,0.16
202122,Academic year,National,E92000001,England,Final,All state-funded,First language,Known or believed to be English,4001,484125,23479269.53,48.5,466400,96.3,238175,49.2,332267,68.6,176093,36.4,94068,19.4,123966,25.6,2043286.92,4.22,469096,-58407.552,-0.12,-0.13,-0.12
202122,Academic year,National,E92000001,England,Final,All state-funded,First language,Known or believed to be other than English,3558,100174,5073576.03,50.6,96862,96.7,53352,53.3,70540,70.4,50752,50.7,24708,24.7,32879,32.8,458816.64,4.58,81706,44720.032,0.55,0.54,0.56
202021,Academic year,National,E92000001,England,Revised,All state-funded,Total,Total,3989,575863,29319309.77,50.9,559224,97.1,299114,51.9,415820,72.2,222817,38.7,124098,21.5,170004,29.5,2561311.64,4.45,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Boys,3774,293649,14119030.37,48.1,282785,96.3,141604,48.2,203092,69.2,98254,33.5,49851,17,71082,24.2,1231043.62,4.19,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Sex,Girls,3716,282214,15200279.4,53.9,276439,98,157510,55.8,212728,75.4,124563,44.1,74247,26.3,98922,35.1,1330268.02,4.71,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,African,2370,23240,1213953.14,52.2,22629,97.4,12458,53.6,17305,74.5,11344,48.8,5410,23.3,7924,34.1,108202.95,4.66,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,All Asian / Asian British,3098,65805,3698715.23,56.2,64372,97.8,40392,61.4,51483,78.2,33722,51.2,20199,30.7,26183,39.8,333074.96,5.06,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,All Black / African / Caribbean / Black British,2702,34911,1747066.52,50,33894,97.1,17061,48.9,24638,70.6,15940,45.7,7186,20.6,10775,30.9,154216.67,4.42,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,All mixed / multiple ethnic groups,3479,31772,1631140.68,51.3,30855,97.1,16377,51.5,22741,71.6,13296,41.8,7345,23.1,9979,31.4,143518.55,4.52,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,All other ethnic groups,2224,11265,582272.52,51.7,10855,96.4,5980,53.1,7979,70.8,5743,51,3010,26.7,4154,36.9,53008.98,4.71,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,All White,3959,421995,21203614.56,50.2,409750,97.1,214951,50.9,302629,71.7,150737,35.7,84555,20,116476,27.6,1837621.49,4.35,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,Any other Asian background,2219,10805,633411.01,58.6,10530,97.5,7245,67.1,8821,81.6,5712,52.9,3816,35.3,4753,44,57608.24,5.33,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,Any other Black background,1511,4529,218879.75,48.3,4375,96.6,2042,45.1,3035,67,1974,43.6,849,18.7,1300,28.7,19211.19,4.24,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,Any other mixed / multiple ethnic background,2855,11752,623113.78,53,11412,97.1,6370,54.2,8687,73.9,5408,46,3087,26.3,4103,34.9,55479.57,4.72,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,Any other White background,3258,32109,1673576.78,52.1,31215,97.2,16851,52.5,23024,71.7,15798,49.2,8659,27,11652,36.3,151548.54,4.72,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,Bangladeshi,1425,10247,570028.77,55.6,10025,97.8,6211,60.6,8125,79.3,5481,53.5,2959,28.9,4059,39.6,51031.36,4.98,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,Caribbean,1439,7142,314233.63,44,6890,96.5,2561,35.9,4298,60.2,2622,36.7,927,13,1551,21.7,26802.53,3.75,z,z,z,z,z
202021,Academic year,National,E92000001,England,Revised,All state-funded,Ethnicity,Chinese,1187,2101,145288.51,69.2,2073,98.7,1761,83.8,1954,93,1310,62.4,1085,51.6,1233,58.7,13533.37,6.44,z,z,z,z,z
