time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,education_investment_area_flag,priority_area_flag,establishment_type_group,school_count,pupil_count,attainment8_sum,attainment8_average,engmath_entering_total,engmath_entering_percent,engmath_95_total,engmath_95_percent,engmath_94_total,engmath_94_percent,ebacc_entering_total,ebacc_entering_percent,ebacc_95_total,ebacc_95_percent,ebacc_94_total,ebacc_94_percent,ebacc_aps_sum,ebacc_aps_average,progress8_pupil_count,progress8_sum,progress8_average,progress8_lower_95_ci,progress8_upper_95_ci,progress8eng_sum,progress8eng_average,progress8eng_lower_95_ci,progress8eng_upper_95_ci,progress8mat_sum,progress8mat_average,progress8mat_lower_95_ci,progress8mat_upper_95_ci,progress8ebacc_sum,progress8ebacc_average,progress8ebacc_lower_95_ci,progress8ebacc_upper_95_ci,progress8open_sum,progress8open_average,progress8open_lower_95_ci,progress8open_upper_95_ci,gcse_entering_total,gcse_entering_percent,gcse_91_total,gcse_91_percent,ebacceng_entering_total,ebacceng_entering_percent,ebaccmat_entering_total,ebaccmat_entering_percent,ebaccsci_entering_total,ebaccsci_entering_percent,ebacchum_entering_total,ebacchum_entering_percent,ebacclan_entering_total,ebacclan_entering_percent,ebacceng_95_total,ebacceng_95_percent,ebaccmat_95_total,ebaccmat_95_percent,ebaccsci_95_total,ebaccsci_95_percent,ebacchum_95_total,ebacchum_95_percent,ebacclan_95_total,ebacclan_95_percent,ebacceng_94_total,ebacceng_94_percent,ebaccmat_94_total,ebaccmat_94_percent,ebaccsci_94_total,ebaccsci_94_percent,ebacchum_94_total,ebacchum_94_percent,ebacclan_94_total,ebacclan_94_percent,ebacceng_aps_sum,ebacceng_aps_average,ebaccmat_aps_sum,ebaccmat_aps_average,ebaccsci_aps_sum,ebaccsci_aps_average,ebacchum_aps_sum,ebacchum_aps_average,ebacclan_aps_sum,ebacclan_aps_average,attainment8eng_sum,attainment8eng_average,attainment8mat_sum,attainment8mat_average,attainment8ebacc_sum,attainment8ebacc_average,attainment8open_sum,attainment8open_average,attainment8open_gcse_sum,attainment8open_gcse_average,attainment8open_nongcse_sum,attainment8open_nongcse_average,attainment8ebacc_slotfill_total,attainment8ebacc_slotfill_average,attainment8open_slotfill_total,attainment8open_slotfill_average,ebacc_entering_0pillar_total,ebacc_entering_0pillar_percent,ebacc_entering_1pillar_total,ebacc_entering_1pillar_percent,ebacc_entering_2pillar_total,ebacc_entering_2pillar_percent,ebacc_entering_3pillar_total,ebacc_entering_3pillar_percent,ebacc_entering_4pillar_total,ebacc_entering_4pillar_percent,ebaccsci_combpath_entering_total,ebaccsci_combpath_entering_percent,ebaccsci_indpath_entering_total,ebaccsci_indpath_entering_percent,sci_triple_entering_total,sci_triple_entering_percent,geoghist_entering_total,geoghist_entering_percent,lan_multiple_entering_total,lan_multiple_entering_percent,art_subject_entering_total,art_subject_entering_percent,music_qual_entering_total,music_qual_entering_percent,art_qual_entering_total,art_qual_entering_percent,ebacceng_91_total,ebacceng_91_percent,ebaccmat_91_total,ebaccmat_91_percent,ebaccsci_91_total,ebaccsci_91_percent,ebacchum_91_total,ebacchum_91_percent,ebacclan_91_total,ebacclan_91_percent,ebacc_91_total,ebacc_91_percent,gcse_five_engmath_total,gcse_five_engmath_percent,progress8_pupil_percent,progress8_adjusted_total,progress8_adjusted_percent,progress8original_sum,progress8original_average,progress8original_lower_95_ci,progress8original_upper_95_ci,valueaddedsci_pupil_count,valueaddedsci_pupil_percent,valueaddedsci_sum,valueaddedsci_average,valueaddedsci_lower_95_ci,valueaddedsci_upper_95_ci,valueaddedhum_pupil_count,valueaddedhum_pupil_percent,valueaddedhum_sum,valueaddedhum_average,valueaddedhum_lower_95_ci,valueaddedhum_upper_95_ci,valueaddedlan_pupil_count,valueaddedlan_pupil_percent,valueaddedlan_sum,valueaddedlan_average,valueaddedlan_lower_95_ci,valueaddedlan_upper_95_ci,qual_entries_sum,qual_entries_average,gcse_entries_sum,gcse_entries_average,qual_entries_without_discounting_sum,qual_entries_without_discounting_average
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Final,0,0,Alternative provision,2,63,1158,18.4,30,47.6,5,7.9,8,12.7,0,0,0,0,0,0,106.88,1.7,27,-64.174,-2.38,-2.91,-1.84,-72.86,-2.7,-3.31,-2.09,-47.465,-1.76,-2.32,-1.2,-57.421,-2.13,-2.74,-1.51,-76.269,-2.82,-3.43,-2.22,46,73,45,71.4,18,28.6,39,61.9,34,54,7,11.1,16,25.4,7,11.1,11,17.5,11,32.4,1,14.3,13,81.3,15,23.8,19,30.2,17,50,3,42.9,13,81.3,84,1.33,141,2.24,139.5,2.21,24,0.38,113,1.79,207,3.3,282,4.5,436.5,6.9,232.5,3.7,232.5,3.7,0,0,92,1.5,60,1,17,27,11,17.5,11,17.5,15,23.8,9,14.3,32,50.8,2,3.2,2,3.2,0,0,3,4.8,6,9.5,0,0,6,9.5,18,28.6,37,58.7,33,97.1,7,100,16,100,0,0,5,7.9,43,0,0,-64.174,-2.38,-2.92,-1.83,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,193,3.1,193,3.1,193,3.1
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Final,0,0,Alternative provision,4,106,859.5,8.1,43,40.6,6,5.7,12,11.3,0,0,0,0,0,0,48.83,0.46,42,-129.81,-3.09,-3.52,-2.66,-128.995,-3.07,-3.56,-2.58,-106.855,-2.54,-2.99,-2.09,-143.244,-3.41,-3.91,-2.92,-132.214,-3.15,-3.64,-2.66,58,54.7,55,51.9,5,4.7,44,41.5,9,8.5,11,10.4,3,2.8,3,2.8,9,8.5,5,55.6,1,9.1,2,66.7,3,2.8,16,15.1,7,77.8,4,36.4,2,66.7,20,0.19,134,1.26,43.5,0.41,34,0.32,18,0.17,186,1.8,268,2.5,154,1.5,251.5,2.4,251.5,2.4,0,0,35,0.3,71,0.7,60,56.6,25,23.6,18,17,1,0.9,2,1.9,8,7.5,1,0.9,1,0.9,0,0,1,0.9,9,8.5,0,0,9,8.5,5,4.7,40,37.7,8,88.9,11,100,2,66.7,0,0,6,5.7,40,0,0,-129.81,-3.09,-3.53,-2.65,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,208,2,208,2,217,2
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Final,0,0,Alternative provision,3,81,355,4.4,28,34.6,0,0,2,2.5,0,0,0,0,0,0,26.51,0.33,50,-142.679,-2.85,-3.25,-2.46,-157.115,-3.14,-3.59,-2.7,-106.23,-2.12,-2.54,-1.71,-135.325,-2.71,-3.16,-2.25,-164.698,-3.29,-3.74,-2.85,29,35.8,29,35.8,5,6.2,28,34.6,14,17.3,3,3.7,1,1.2,0,0,4,4.9,3,21.4,0,0,0,0,1,1.2,7,8.6,4,28.6,0,0,0,0,15,0.19,65,0.8,36,0.44,5,0.06,2,0.02,85,1,130,1.6,97,1.2,43,0.5,43,0.5,0,0,33,0.4,21,0.3,53,65.4,12,14.8,11,13.6,3,3.7,2,2.5,14,17.3,0,0,0,0,0,0,0,0,3,3.7,0,0,2,2.5,5,6.2,25,30.9,10,71.4,3,100,1,100,0,0,0,0,62,0,0,-142.679,-2.85,-3.25,-2.45,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,106,1.3,106,1.3,141,1.7
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Final,0,0,Alternative provision,1,9,4,0.4,1,11.1,0,0,0,0,0,0,0,0,0,0,0.17,0.02,4,-11.252,-2.81,-4.2,-1.43,-12.375,-3.09,-4.67,-1.51,-9.765,-2.44,-3.9,-0.98,-10.803,-2.7,-4.3,-1.1,-11.943,-2.99,-4.57,-1.4,1,11.1,1,11.1,0,0,1,11.1,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,0,0,1,0.11,z,z,z,z,z,z,2,0.2,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,8,88.9,1,11.1,0,0,0,0,0,0,z,z,z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.1,z,z,z,z,z,z,0,0,0,0,44,0,0,-11.252,-2.81,-4.23,-1.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,2,0.2,2,0.2,2,0.2
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Final,0,0,Alternative provision,2,52,206,4,10,19.2,1,1.9,1,1.9,0,0,0,0,0,0,15.17,0.29,46,-172.245,-3.74,-4.15,-3.34,-193.22,-4.2,-4.67,-3.73,-142.36,-3.09,-3.52,-2.67,-164.086,-3.57,-4.04,-3.09,-186.34,-4.05,-4.52,-3.58,23,44.2,22,42.3,3,5.8,23,44.2,2,3.8,6,11.5,3,5.8,1,1.9,1,1.9,1,50,0,0,2,66.7,1,1.9,2,3.8,1,50,0,0,3,100,9,0.17,48,0.92,7,0.13,2,0.04,18,0.35,33,0.6,96,1.8,68,1.3,9,0.2,9,0.2,0,0,26,0.5,5,0.1,29,55.8,12,23.1,8,15.4,3,5.8,0,0,1,1.9,1,1.9,1,1.9,0,0,1,1.9,3,5.8,0,0,2,3.8,3,5.8,22,42.3,2,100,2,33.3,3,100,0,0,1,1.9,88,0,0,-172.245,-3.74,-4.16,-3.33,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,77,1.5,70,1.3,86,1.7
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Final,0,0,Alternative provision,3,48,248,5.2,9,18.8,0,0,5,10.4,0,0,0,0,0,0,18.65,0.39,36,-117.185,-3.26,-3.72,-2.79,-123.46,-3.43,-3.96,-2.9,-107.21,-2.98,-3.46,-2.49,-107.86,-3,-3.53,-2.46,-128.967,-3.58,-4.11,-3.05,19,39.6,18,37.5,5,10.4,10,20.8,7,14.6,0,0,0,0,2,4.2,2,4.2,3,42.9,z,z,z,z,4,8.3,6,12.5,5,71.4,z,z,z,z,22,0.46,33,0.69,28.5,0.59,z,z,z,z,70,1.5,66,1.4,74,1.5,38,0.8,38,0.8,0,0,20,0.4,11,0.2,38,79.2,2,4.2,4,8.3,4,8.3,0,0,7,14.6,0,0,0,0,0,0,0,0,6,12.5,0,0,6,12.5,5,10.4,10,20.8,7,100,z,z,z,z,0,0,0,0,75,0,0,-117.185,-3.26,-3.73,-2.78,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,49,1,49,1,55,1.1
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Final,0,0,Alternative provision,2,72,604.5,8.4,58,80.6,2,2.8,4,5.6,0,0,0,0,0,0,25.18,0.35,67,-211.668,-3.16,-3.5,-2.82,-206.98,-3.09,-3.48,-2.7,-143.81,-2.15,-2.5,-1.79,-257.747,-3.85,-4.24,-3.46,-213.955,-3.19,-3.58,-2.81,62,86.1,59,81.9,7,9.7,60,83.3,0,0,0,0,0,0,3,4.2,2,2.8,z,z,z,z,z,z,3,4.2,8,11.1,z,z,z,z,z,z,27,0.38,124,1.72,z,z,z,z,z,z,188,2.6,248,3.4,0,0,168.5,2.3,163,2.3,5.5,0.1,0,0,71,1,12,16.7,53,73.6,7,9.7,0,0,0,0,z,z,z,z,0,0,0,0,0,0,5,6.9,0,0,5,6.9,7,9.7,56,77.8,z,z,z,z,z,z,0,0,0,0,93,0,0,-211.668,-3.16,-3.5,-2.81,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,211,2.9,199,2.8,237,3.3
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Final,0,0,Alternative provision,2,29,66,2.3,7,24.1,0,0,0,0,0,0,0,0,0,0,3.66,0.13,19,-54.561,-2.87,-3.51,-2.23,-58.47,-3.08,-3.8,-2.35,-46.315,-2.44,-3.11,-1.77,-52.742,-2.78,-3.51,-2.04,-59.289,-3.12,-3.85,-2.39,9,31,9,31,0,0,8,27.6,2,6.9,0,0,0,0,0,0,0,0,0,0,z,z,z,z,0,0,0,0,0,0,z,z,z,z,0,0,13,0.45,4.5,0.16,z,z,z,z,19,0.7,26,0.9,17,0.6,4,0.1,4,0.1,0,0,8,0.3,3,0.1,21,72.4,6,20.7,2,6.9,0,0,0,0,2,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24.1,2,100,z,z,z,z,0,0,0,0,66,0,0,-54.561,-2.87,-3.52,-2.22,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,25,0.9,25,0.9,27,0.9
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Final,0,0,Alternative provision,3,50,465,9.3,33,66,1,2,3,6,0,0,0,0,0,0,20.82,0.42,46,-127.341,-2.77,-3.18,-2.36,-131.64,-2.86,-3.33,-2.4,-100.075,-2.18,-2.61,-1.75,-141.764,-3.08,-3.55,-2.61,-128.239,-2.79,-3.25,-2.32,36,72,36,72,7,14,34,68,2,4,2,4,1,2,3,6,1,2,0,0,0,0,1,100,4,8,5,10,1,50,2,100,1,100,30,0.6,72,1.44,4.5,0.09,8,0.16,6,0.12,127,2.5,144,2.9,64,1.3,130,2.6,108,2.2,22,0.4,27,0.5,47,0.9,15,30,27,54,6,12,1,2,1,2,2,4,0,0,0,0,0,0,0,0,21,42,0,0,23,46,7,14,30,60,1,50,2,100,1,100,0,0,1,2,92,0,0,-127.341,-2.77,-3.18,-2.35,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,146,2.9,132,2.6,162,3.2
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Final,0,0,Alternative provision,2,23,343,14.9,18,78.3,1,4.3,5,21.7,1,4.3,1,4.3,1,4.3,28.83,1.25,22,-47.894,-2.18,-2.77,-1.59,-45.915,-2.09,-2.76,-1.41,-33.64,-1.53,-2.15,-0.91,-50.392,-2.29,-2.97,-1.61,-56.21,-2.56,-3.23,-1.88,19,82.6,19,82.6,17,73.9,18,78.3,18,78.3,1,4.3,1,4.3,2,8.7,2,8.7,2,11.1,1,100,1,100,6,26.1,7,30.4,4,22.2,1,100,1,100,45,1.96,46,2,36,1.57,5,0.22,5,0.22,91,4,92,4,82,3.6,78,3.4,72,3.1,6,0.3,29,1.3,31,1.3,4,17.4,1,4.3,2,8.7,15,65.2,0,0,18,78.3,0,0,0,0,1,4.3,0,0,7,30.4,0,0,7,30.4,16,69.6,16,69.6,13,72.2,1,100,1,100,1,4.3,2,8.7,96,0,0,-47.894,-2.18,-2.78,-1.57,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,106,4.6,99,4.3,120,5.2
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Final,1,0,Alternative provision,4,42,212,5,13,31,2,4.8,3,7.1,0,0,0,0,0,0,13.67,0.33,28,-77.986,-2.79,-3.31,-2.26,-77.36,-2.76,-3.36,-2.17,-62.78,-2.24,-2.79,-1.69,-77.827,-2.78,-3.39,-2.17,-88.687,-3.17,-3.77,-2.57,15,35.7,15,35.7,2,4.8,14,33.3,6,14.3,1,2.4,0,0,2,4.8,2,4.8,0,0,0,0,z,z,2,4.8,3,7.1,1,16.7,0,0,z,z,14,0.33,34,0.81,17,0.4,0,0,z,z,70,1.7,68,1.6,47,1.1,27,0.6,27,0.6,0,0,15,0.4,5,0.1,28,66.7,6,14.3,7,16.7,1,2.4,0,0,5,11.9,1,2.4,1,2.4,0,0,0,0,0,0,0,0,0,0,2,4.8,13,31,6,100,0,0,z,z,0,0,2,4.8,67,0,0,-77.986,-2.79,-3.32,-2.25,0,0,0,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,45,1.1,45,1.1,53,1.3
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Final,1,0,Alternative provision,4,132,616,4.7,64,48.5,1,0.8,2,1.5,0,0,0,0,0,0,29.32,0.22,117,-358.85,-3.07,-3.32,-2.81,-393.895,-3.37,-3.66,-3.07,-283.61,-2.42,-2.69,-2.15,-359.788,-3.08,-3.37,-2.78,-384.707,-3.29,-3.58,-3,68,51.5,67,50.8,13,9.8,65,49.2,1,0.8,0,0,0,0,2,1.5,3,2.3,0,0,z,z,z,z,4,3,5,3.8,1,100,z,z,z,z,37,0.28,131,0.99,4,0.03,z,z,z,z,155,1.2,262,2,90,0.7,109,0.8,109,0.8,0,0,42,0.3,51,0.4,67,50.8,52,39.4,12,9.1,1,0.8,0,0,1,0.8,0,0,0,0,0,0,0,0,22,16.7,0,0,21,15.9,12,9.1,62,47,1,100,z,z,z,z,0,0,1,0.8,89,0,0,-358.85,-3.07,-3.33,-2.81,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,244,1.8,244,1.8,263,2
202324,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Final,0,0,Alternative provision,4,135,510,3.8,47,34.8,1,0.7,2,1.5,0,0,0,0,0,0,33.65,0.25,108,-291.288,-2.7,-2.96,-2.43,-314.315,-2.91,-3.21,-2.61,-230.095,-2.13,-2.41,-1.85,-285.473,-2.64,-2.95,-2.33,-322.545,-2.99,-3.29,-2.68,53,39.3,50,37,27,20,50,37,13,9.6,0,0,0,0,2,1.5,1,0.7,0,0,z,z,z,z,3,2.2,6,4.4,0,0,z,z,z,z,63,0.47,96,0.71,21.5,0.16,z,z,z,z,163,1.2,192,1.4,87,0.6,68,0.5,68,0.5,0,0,47,0.3,31,0.2,84,62.2,19,14.1,25,18.5,7,5.2,0,0,13,9.6,0,0,0,0,0,0,0,0,8,5.9,1,0.7,8,5.9,25,18.5,42,31.1,11,84.6,z,z,z,z,0,0,0,0,80,0,0,-291.288,-2.7,-2.97,-2.43,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,173,1.3,173,1.3,205,1.5
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Final,1,0,Alternative provision,2,26,117,4.5,11,42.3,0,0,1,3.8,0,0,0,0,0,0,8.16,0.31,23,-66.53,-2.89,-3.47,-2.31,-69.115,-3.01,-3.66,-2.35,-55.56,-2.42,-3.02,-1.81,-65.329,-2.84,-3.51,-2.17,-73.338,-3.19,-3.85,-2.53,13,50,13,50,7,26.9,11,42.3,6,23.1,1,3.8,0,0,0,0,0,0,0,0,0,0,z,z,2,7.7,1,3.8,0,0,1,100,z,z,14,0.54,19,0.73,6,0.23,4,0.15,z,z,38,1.5,38,1.5,24,0.9,17,0.7,17,0.7,0,0,11,0.4,6,0.2,15,57.7,3,11.5,2,7.7,6,23.1,0,0,6,23.1,0,0,0,0,0,0,0,0,1,3.8,0,0,0,0,6,23.1,9,34.6,3,50,1,100,z,z,0,0,0,0,88,0,0,-66.53,-2.89,-3.48,-2.3,0,0,0,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,42,1.6,42,1.6,61,2.3
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Final,0,0,Alternative provision,7,163,861.5,5.3,50,30.7,1,0.6,6,3.7,1,0.6,0,0,0,0,45.17,0.28,139,-426.365,-3.07,-3.3,-2.83,-457.13,-3.29,-3.56,-3.02,-379.57,-2.73,-2.98,-2.48,-416.452,-3,-3.27,-2.72,-446.99,-3.22,-3.48,-2.95,98,60.1,92,56.4,22,13.5,54,33.1,12,7.4,4,2.5,1,0.6,2,1.2,4,2.5,2,16.7,0,0,0,0,5,3.1,10,6.1,3,25,1,25,0,0,63,0.39,115,0.71,41,0.25,9,0.06,2,0.01,232,1.4,230,1.4,198,1.2,201.5,1.2,110,0.7,91.5,0.6,85,0.5,77,0.5,105,64.4,34,20.9,17,10.4,4,2.5,2,1.2,11,6.7,1,0.6,1,0.6,0,0,0,0,20,12.3,0,0,18,11,21,12.9,48,29.4,12,100,3,75,1,100,1,0.6,1,0.6,85,0,0,-426.365,-3.07,-3.31,-2.83,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,305,1.9,269,1.7,328,2
202324,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Final,0,0,Alternative provision,2,69,388.25,5.6,35,50.7,2,2.9,2,2.9,1,1.4,0,0,0,0,28.18,0.41,60,-180.672,-3.01,-3.37,-2.65,-210.745,-3.51,-3.92,-3.1,-149.005,-2.48,-2.86,-2.11,-176.747,-2.95,-3.36,-2.53,-185.687,-3.09,-3.5,-2.69,41,59.4,39,56.5,2,2.9,38,55.1,23,33.3,2,2.9,2,2.9,1,1.4,2,2.9,1,4.3,0,0,1,50,1,1.4,5,7.2,3,13,0,0,1,50,8,0.12,65,0.94,39.5,0.57,5,0.07,12,0.17,70,1,130,1.9,99,1.4,89.25,1.3,81,1.2,8.25,0.1,39,0.6,37,0.5,28,40.6,20,29,19,27.5,0,0,1,1.4,22,31.9,1,1.4,1,1.4,0,0,0,0,14,20.3,0,0,14,20.3,2,2.9,31,44.9,17,73.9,2,100,2,100,0,0,1,1.4,87,0,0,-180.672,-3.01,-3.38,-2.65,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,143,2.1,134,1.9,167,2.4
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Final,0,0,Alternative provision,8,145,822,5.7,74,51,0,0,4,2.8,0,0,0,0,0,0,59.34,0.41,114,-317.805,-2.79,-3.05,-2.53,-353.625,-3.1,-3.4,-2.81,-241.225,-2.12,-2.39,-1.84,-308.775,-2.71,-3.01,-2.41,-354.027,-3.11,-3.4,-2.81,82,56.6,75,51.7,22,15.2,77,53.1,37,25.5,9,6.2,1,0.7,0,0,1,0.7,0,0,0,0,1,100,5,3.4,11,7.6,3,8.1,0,0,1,100,49,0.34,151,1.04,65,0.45,21,0.14,5,0.03,191,1.3,302,2.1,193,1.3,136,0.9,104,0.7,32,0.2,88,0.6,57,0.4,68,46.9,35,24.1,18,12.4,21,14.5,3,2.1,37,25.5,0,0,0,0,0,0,0,0,13,9,0,0,11,7.6,20,13.8,67,46.2,30,81.1,9,100,1,100,0,0,2,1.4,79,0,0,-317.805,-2.79,-3.05,-2.52,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,300,2.1,287,2,335,2.3
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Final,0,0,Alternative provision,8,111,915,8.2,42,37.8,8,7.2,11,9.9,0,0,0,0,0,0,58.49,0.53,97,-263.748,-2.72,-3,-2.44,-258.535,-2.67,-2.99,-2.34,-220.23,-2.27,-2.57,-1.97,-266.403,-2.75,-3.07,-2.42,-293.59,-3.03,-3.35,-2.71,55,49.5,53,47.7,21,18.9,43,38.7,8,7.2,6,5.4,2,1.8,9,8.1,8,7.2,5,62.5,4,66.7,2,100,11,9.9,13,11.7,7,87.5,4,66.7,2,100,96,0.86,125,1.13,41,0.37,34,0.31,14,0.13,279,2.5,250,2.3,204,1.8,182,1.6,175,1.6,7,0.1,54,0.5,49,0.4,64,57.7,24,21.6,17,15.3,2,1.8,4,3.6,8,7.2,0,0,0,0,0,0,0,0,19,17.1,0,0,19,17.1,21,18.9,41,36.9,8,100,6,100,2,100,0,0,6,5.4,87,0,0,-263.748,-2.72,-3.01,-2.43,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,190,1.7,188,1.7,216,1.9
202324,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Final,0,0,Alternative provision,4,104,335.5,3.2,23,22.1,3,2.9,4,3.8,0,0,0,0,0,0,21.65,0.21,78,-226.568,-2.9,-3.22,-2.59,-260.7,-3.34,-3.7,-2.98,-192.395,-2.47,-2.8,-2.14,-219.186,-2.81,-3.17,-2.45,-234.029,-3,-3.36,-2.64,34,32.7,30,28.8,12,11.5,25,24,15,14.4,3,2.9,1,1,0,0,3,2.9,0,0,1,33.3,1,100,0,0,6,5.8,0,0,1,33.3,1,100,13,0.13,54,0.52,24,0.23,10,0.1,5,0.05,64,0.6,108,1,74,0.7,89.5,0.9,74,0.7,15.5,0.1,28,0.3,30,0.3,76,73.1,12,11.5,6,5.8,8,7.7,2,1.9,15,14.4,0,0,0,0,0,0,0,0,13,12.5,0,0,9,8.7,9,8.7,20,19.2,11,73.3,3,100,1,100,0,0,1,1,75,0,0,-226.568,-2.9,-3.22,-2.58,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,111,1.1,106,1,136,1.3
202324,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Final,0,0,Alternative provision,8,305,1804,5.9,197,64.6,2,0.7,7,2.3,0,0,0,0,0,0,136.47,0.45,274,-831.363,-3.03,-3.2,-2.87,-881.85,-3.22,-3.41,-3.03,-625.585,-2.28,-2.46,-2.11,-813.271,-2.97,-3.16,-2.77,-953.065,-3.48,-3.67,-3.29,220,72.1,194,63.6,39,12.8,210,68.9,81,26.6,21,6.9,2,0.7,6,2,3,1,2,2.5,1,4.8,2,100,13,4.3,13,4.3,3,3.7,2,9.5,2,100,105,0.34,360,1.18,153,0.5,31,0.1,17,0.06,492,1.6,720,2.4,425,1.4,167,0.5,167,0.5,0,0,190,0.6,67,0.2,93,30.5,116,38,60,19.7,27,8.9,9,3,79,25.9,2,0.7,2,0.7,0,0,0,0,25,8.2,0,0,24,7.9,36,11.8,171,56.1,69,85.2,16,76.2,2,100,0,0,4,1.3,90,0,0,-831.363,-3.03,-3.2,-2.86,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,636,2.1,636,2.1,739,2.4
202324,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Final,0,0,Alternative provision,1,40,19,0.5,1,2.5,0,0,0,0,0,0,0,0,0,0,1.67,0.04,19,-59.379,-3.13,-3.76,-2.49,-67.255,-3.54,-4.27,-2.81,-51.415,-2.71,-3.37,-2.04,-56.518,-2.97,-3.71,-2.24,-62.293,-3.28,-4.01,-2.55,4,10,4,10,0,0,3,7.5,1,2.5,0,0,0,0,0,0,0,0,0,0,z,z,z,z,0,0,0,0,0,0,z,z,z,z,0,0,6,0.15,2,0.05,z,z,z,z,3,0.1,12,0.3,4,0.1,0,0,0,0,0,0,2,0.1,0,0,37,92.5,2,5,1,2.5,0,0,0,0,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.5,1,100,z,z,z,z,0,0,0,0,48,0,0,-59.379,-3.13,-3.77,-2.48,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,6,0.2,6,0.2,9,0.2
