time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,education_investment_area_flag,priority_area_flag,establishment_type_group,school_count,pupil_count,attainment8_sum,attainment8_average,engmath_entering_total,engmath_entering_percent,engmath_95_total,engmath_95_percent,engmath_94_total,engmath_94_percent,ebacc_entering_total,ebacc_entering_percent,ebacc_95_total,ebacc_95_percent,ebacc_94_total,ebacc_94_percent,ebacc_aps_sum,ebacc_aps_average,progress8_pupil_count,progress8_sum,progress8_average,progress8_lower_95_ci,progress8_upper_95_ci,progress8eng_sum,progress8eng_average,progress8eng_lower_95_ci,progress8eng_upper_95_ci,progress8mat_sum,progress8mat_average,progress8mat_lower_95_ci,progress8mat_upper_95_ci,progress8ebacc_sum,progress8ebacc_average,progress8ebacc_lower_95_ci,progress8ebacc_upper_95_ci,progress8open_sum,progress8open_average,progress8open_lower_95_ci,progress8open_upper_95_ci,gcse_entering_total,gcse_entering_percent,gcse_91_total,gcse_91_percent,ebacceng_entering_total,ebacceng_entering_percent,ebaccmat_entering_total,ebaccmat_entering_percent,ebaccsci_entering_total,ebaccsci_entering_percent,ebacchum_entering_total,ebacchum_entering_percent,ebacclan_entering_total,ebacclan_entering_percent,ebacceng_95_total,ebacceng_95_percent,ebaccmat_95_total,ebaccmat_95_percent,ebaccsci_95_total,ebaccsci_95_percent,ebacchum_95_total,ebacchum_95_percent,ebacclan_95_total,ebacclan_95_percent,ebacceng_94_total,ebacceng_94_percent,ebaccmat_94_total,ebaccmat_94_percent,ebaccsci_94_total,ebaccsci_94_percent,ebacchum_94_total,ebacchum_94_percent,ebacclan_94_total,ebacclan_94_percent,ebacceng_aps_sum,ebacceng_aps_average,ebaccmat_aps_sum,ebaccmat_aps_average,ebaccsci_aps_sum,ebaccsci_aps_average,ebacchum_aps_sum,ebacchum_aps_average,ebacclan_aps_sum,ebacclan_aps_average,attainment8eng_sum,attainment8eng_average,attainment8mat_sum,attainment8mat_average,attainment8ebacc_sum,attainment8ebacc_average,attainment8open_sum,attainment8open_average,attainment8open_gcse_sum,attainment8open_gcse_average,attainment8open_nongcse_sum,attainment8open_nongcse_average,attainment8ebacc_slotfill_total,attainment8ebacc_slotfill_average,attainment8open_slotfill_total,attainment8open_slotfill_average,ebacc_entering_0pillar_total,ebacc_entering_0pillar_percent,ebacc_entering_1pillar_total,ebacc_entering_1pillar_percent,ebacc_entering_2pillar_total,ebacc_entering_2pillar_percent,ebacc_entering_3pillar_total,ebacc_entering_3pillar_percent,ebacc_entering_4pillar_total,ebacc_entering_4pillar_percent,ebaccsci_combpath_entering_total,ebaccsci_combpath_entering_percent,ebaccsci_indpath_entering_total,ebaccsci_indpath_entering_percent,sci_triple_entering_total,sci_triple_entering_percent,geoghist_entering_total,geoghist_entering_percent,lan_multiple_entering_total,lan_multiple_entering_percent,art_subject_entering_total,art_subject_entering_percent,music_qual_entering_total,music_qual_entering_percent,art_qual_entering_total,art_qual_entering_percent,ebacceng_91_total,ebacceng_91_percent,ebaccmat_91_total,ebaccmat_91_percent,ebaccsci_91_total,ebaccsci_91_percent,ebacchum_91_total,ebacchum_91_percent,ebacclan_91_total,ebacclan_91_percent,ebacc_91_total,ebacc_91_percent,gcse_five_engmath_total,gcse_five_engmath_percent,progress8_pupil_percent,progress8_adjusted_total,progress8_adjusted_percent,progress8original_sum,progress8original_average,progress8original_lower_95_ci,progress8original_upper_95_ci,valueaddedsci_pupil_count,valueaddedsci_pupil_percent,valueaddedsci_sum,valueaddedsci_average,valueaddedsci_lower_95_ci,valueaddedsci_upper_95_ci,valueaddedhum_pupil_count,valueaddedhum_pupil_percent,valueaddedhum_sum,valueaddedhum_average,valueaddedhum_lower_95_ci,valueaddedhum_upper_95_ci,valueaddedlan_pupil_count,valueaddedlan_pupil_percent,valueaddedlan_sum,valueaddedlan_average,valueaddedlan_lower_95_ci,valueaddedlan_upper_95_ci,qual_entries_sum,qual_entries_average,gcse_entries_sum,gcse_entries_average,qual_entries_without_discounting_sum,qual_entries_without_discounting_average
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Final,0,0,Alternative provision,6,122,433.5,3.6,30,24.6,1,0.8,4,3.3,0,0,0,0,0,0,19.33,0.16,103,-325.008,-3.16,-3.43,-2.88,-360.765,-3.5,-3.82,-3.19,-270.71,-2.63,-2.92,-2.34,-311.202,-3.02,-3.34,-2.71,-351.179,-3.41,-3.72,-3.1,61,50,57,46.7,10,8.2,36,29.5,2,1.6,1,0.8,0,0,1,0.8,2,1.6,0,0,0,0,z,z,2,1.6,5,4.1,0,0,0,0,z,z,28,0.23,77,0.63,5.5,0.05,0,0,z,z,95,0.8,154,1.3,94,0.8,90.5,0.7,60,0.5,30.5,0.3,45,0.4,33,0.3,86,70.5,25,20.5,9,7.4,2,1.6,0,0,2,1.6,0,0,0,0,0,0,0,0,9,7.4,0,0,10,8.2,10,8.2,31,25.4,2,100,0,0,z,z,0,0,1,0.8,84,0,0,-325.008,-3.16,-3.43,-2.88,0,0,0,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,158,1.3,140,1.1,209,1.7
202223,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Final,0,0,Alternative provision,4,72,256,3.6,27,37.5,0,0,1,1.4,0,0,0,0,0,0,10.67,0.15,62,-195.441,-3.15,-3.5,-2.8,-215,-3.47,-3.87,-3.06,-164.425,-2.65,-3.02,-2.28,-195.282,-3.15,-3.56,-2.74,-203.21,-3.28,-3.68,-2.87,32,44.4,30,41.7,1,1.4,29,40.3,8,11.1,0,0,0,0,0,0,0,0,0,0,z,z,z,z,0,0,1,1.4,0,0,z,z,z,z,3,0.04,44,0.61,8.5,0.12,z,z,z,z,61,0.8,88,1.2,27,0.4,80,1.1,80,1.1,0,0,13,0.2,27,0.4,42,58.3,23,31.9,6,8.3,1,1.4,0,0,8,11.1,0,0,0,0,0,0,0,0,20,27.8,0,0,19,26.4,1,1.4,22,30.6,5,62.5,z,z,z,z,0,0,0,0,86,0,0,-195.441,-3.15,-3.51,-2.79,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,97,1.3,97,1.3,126,1.8
202223,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Final,0,0,Alternative provision,8,83,416.5,5,33,39.8,0,0,2,2.4,0,0,0,0,0,0,32.82,0.4,61,-174.806,-2.87,-3.22,-2.51,-194.365,-3.19,-3.6,-2.78,-141.255,-2.32,-2.69,-1.94,-159.648,-2.62,-3.03,-2.21,-199.31,-3.27,-3.67,-2.86,40,48.2,38,45.8,6,7.2,36,43.4,23,27.7,3,3.6,0,0,0,0,0,0,1,4.3,0,0,z,z,0,0,3,3.6,4,17.4,0,0,z,z,13,0.16,67,0.81,57.5,0.69,2,0.02,z,z,91,1.1,134,1.6,132,1.6,59.5,0.7,52,0.6,7.5,0.1,49,0.6,24,0.3,44,53,16,19.3,17,20.5,6,7.2,0,0,23,27.7,0,0,0,0,1,1.2,0,0,8,9.6,0,0,8,9.6,6,7.2,32,38.6,20,87,2,66.7,z,z,0,0,0,0,73,0,0,-174.806,-2.87,-3.23,-2.5,0,0,0,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,132,1.6,129,1.6,154,1.9
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Final,0,0,Alternative provision,8,65,675.5,10.4,27,41.5,6,9.2,8,12.3,0,0,0,0,0,0,37.99,0.58,55,-127.945,-2.33,-2.7,-1.95,-133.895,-2.43,-2.87,-2,-99.665,-1.81,-2.21,-1.42,-133.029,-2.42,-2.85,-1.99,-137.709,-2.5,-2.93,-2.07,41,63.1,39,60,12,18.5,30,46.2,6,9.2,4,6.2,0,0,6,9.2,7,10.8,5,83.3,3,75,z,z,7,10.8,10,15.4,6,100,3,75,z,z,51,0.78,84,1.29,35.5,0.55,22,0.34,z,z,170,2.6,168,2.6,146,2.2,191.5,2.9,145,2.2,46.5,0.7,35,0.5,44,0.7,35,53.8,17,26.2,7,10.8,3,4.6,3,4.6,6,9.2,0,0,0,0,0,0,0,0,13,20,1,1.5,15,23.1,12,18.5,27,41.5,6,100,4,100,z,z,0,0,5,7.7,85,0,0,-127.945,-2.33,-2.71,-1.95,0,0,0,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,143,2.2,130,2,159,2.4
202223,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Final,0,0,Alternative provision,3,92,230.75,2.5,16,17.4,0,0,1,1.1,0,0,0,0,0,0,13.18,0.14,72,-236.653,-3.29,-3.61,-2.96,-252.995,-3.51,-3.89,-3.14,-200.37,-2.78,-3.13,-2.44,-232.362,-3.23,-3.6,-2.85,-254.217,-3.53,-3.91,-3.16,23,25,21,22.8,7,7.6,18,19.6,2,2.2,0,0,0,0,1,1.1,3,3.3,0,0,z,z,z,z,1,1.1,5,5.4,1,50,z,z,z,z,19,0.21,46,0.5,7,0.08,z,z,z,z,69,0.8,92,1,36,0.4,33.75,0.4,27,0.3,6.75,0.1,8,0.1,12,0.1,73,79.3,12,13,6,6.5,1,1.1,0,0,2,2.2,0,0,0,0,0,0,0,0,3,3.3,1,1.1,3,3.3,7,7.6,17,18.5,2,100,z,z,z,z,0,0,0,0,78,0,0,-236.653,-3.29,-3.62,-2.95,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,61,0.7,57,0.6,74,0.8
202223,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Final,0,0,Alternative provision,8,258,1567,6.1,158,61.2,2,0.8,6,2.3,0,0,0,0,0,0,118.25,0.46,239,-746.218,-3.12,-3.3,-2.94,-805.23,-3.37,-3.58,-3.16,-556.265,-2.33,-2.52,-2.14,-705.096,-2.95,-3.16,-2.74,-874.68,-3.66,-3.87,-3.45,179,69.4,157,60.9,38,14.7,172,66.7,82,31.8,11,4.3,1,0.4,2,0.8,3,1.2,0,0,0,0,0,0,5,1.9,19,7.4,3,3.7,0,0,0,0,88,0.34,313,1.21,145,0.56,15,0.06,3,0.01,387,1.5,626,2.4,389,1.5,165,0.6,157,0.6,8,0,179,0.7,74,0.3,83,32.2,88,34.1,51,19.8,30,11.6,6,2.3,81,31.4,1,0.4,1,0.4,1,0.4,0,0,28,10.9,0,0,28,10.9,35,13.6,142,55,66,80.5,9,81.8,1,100,0,0,1,0.4,93,0,0,-746.218,-3.12,-3.3,-2.94,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,557,2.2,554,2.1,680,2.6
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Final,0,0,Alternative provision,1,25,70,2.8,1,4,1,4,1,4,0,0,0,0,0,0,4,0.16,12,-34.482,-2.87,-3.67,-2.07,-38.91,-3.24,-4.17,-2.32,-31.975,-2.66,-3.51,-1.82,-30.095,-2.51,-3.43,-1.58,-37.569,-3.13,-4.05,-2.21,4,16,4,16,0,0,2,8,0,0,1,4,1,4,0,0,1,4,z,z,1,100,1,100,0,0,1,4,z,z,1,100,1,100,0,0,8,0.32,z,z,7,0.28,9,0.36,9,0.4,16,0.6,31,1.2,14,0.6,14,0.6,0,0,4,0.2,2,0.1,22,88,2,8,1,4,0,0,0,0,z,z,z,z,0,0,0,0,0,0,1,4,0,0,1,4,0,0,2,8,z,z,1,100,1,100,0,0,1,4,48,0,0,-34.482,-2.87,-3.69,-2.06,z,z,z,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,10,0.4,10,0.4,10,0.4
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Final,1,0,Alternative provision,6,105,209.25,2,32,30.5,0,0,1,1,0,0,0,0,0,0,11.67,0.11,96,-311.222,-3.24,-3.52,-2.96,-330.24,-3.44,-3.77,-3.11,-261.045,-2.72,-3.02,-2.42,-303.001,-3.16,-3.48,-2.83,-340.222,-3.54,-3.87,-3.22,36,34.3,31,29.5,2,1.9,34,32.4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,z,z,1,1,1,1,1,100,1,100,z,z,7,0.07,51,0.49,4,0.04,4,0.04,z,z,80,0.8,102,1,12,0.1,15.25,0.1,8,0.1,7.25,0.1,3,0,5,0,71,67.6,32,30.5,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.9,27,25.7,1,100,1,100,z,z,0,0,1,1,91,0,0,-311.222,-3.24,-3.53,-2.95,0,0,0,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,76,0.7,72,0.7,78,0.7
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Final,1,0,Alternative provision,3,166,633,3.8,60,36.1,2,1.2,3,1.8,0,0,0,0,0,0,45.51,0.27,135,-371.681,-2.75,-2.99,-2.51,-410.09,-3.04,-3.31,-2.76,-288.61,-2.14,-2.39,-1.89,-354.388,-2.63,-2.9,-2.35,-418.786,-3.1,-3.38,-2.83,71,42.8,68,41,12,7.2,65,39.2,43,25.9,1,0.6,0,0,1,0.6,3,1.8,1,2.3,0,0,z,z,4,2.4,6,3.6,2,4.7,0,0,z,z,36,0.22,115,0.69,61,0.37,0,0,z,z,160,1,230,1.4,135,0.8,108,0.7,108,0.7,0,0,71,0.4,42,0.3,97,58.4,28,16.9,31,18.7,9,5.4,1,0.6,42,25.3,1,0.6,1,0.6,0,0,0,0,30,18.1,0,0,30,18.1,12,7.2,53,31.9,34,79.1,0,0,z,z,0,0,1,0.6,81,0,0,-371.681,-2.75,-3,-2.51,0,0,0,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,219,1.3,219,1.3,263,1.6
202223,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Final,1,0,Alternative provision,1,77,139,1.8,10,13,1,1.3,3,3.9,0,0,0,0,0,0,6.65,0.09,61,-185.79,-3.05,-3.4,-2.69,-209.48,-3.43,-3.84,-3.02,-157.63,-2.58,-2.96,-2.21,-171.093,-2.8,-3.22,-2.39,-203.431,-3.33,-3.74,-2.93,13,16.9,12,15.6,1,1.3,11,14.3,2,2.6,1,1.3,0,0,0,0,4,5.2,0,0,0,0,z,z,0,0,5,6.5,0,0,0,0,z,z,3,0.04,34,0.44,0,0,3,0.04,z,z,37,0.5,68,0.9,25,0.3,9,0.1,9,0.1,0,0,7,0.1,3,0,66,85.7,7,9.1,4,5.2,0,0,0,0,2,2.6,0,0,0,0,0,0,0,0,1,1.3,1,1.3,2,2.6,1,1.3,9,11.7,0,0,1,100,z,z,0,0,0,0,79,0,0,-185.79,-3.05,-3.41,-2.68,0,0,0,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,35,0.5,34,0.4,43,0.6
202223,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Final,0,0,Alternative provision,2,14,13,0.9,2,14.3,0,0,0,0,0,0,0,0,0,0,0.34,0.02,11,-30.852,-2.8,-3.64,-1.97,-33.81,-3.07,-4.04,-2.11,-27.17,-2.47,-3.35,-1.59,-29.428,-2.68,-3.64,-1.71,-32.752,-2.98,-3.94,-2.02,3,21.4,3,21.4,0,0,2,14.3,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,0,0,2,0.14,z,z,z,z,z,z,5,0.4,4,0.3,0,0,4,0.3,4,0.3,0,0,0,0,2,0.1,12,85.7,2,14.3,0,0,0,0,0,0,z,z,z,z,0,0,0,0,0,0,2,14.3,0,0,2,14.3,0,0,2,14.3,z,z,z,z,z,z,0,0,0,0,79,0,0,-30.852,-2.8,-3.66,-1.95,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,7,0.5,7,0.5,7,0.5
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Final,0,0,Alternative provision,7,126,595.75,4.7,63,50,0,0,3,2.4,0,0,0,0,0,0,21.33,0.17,106,-319.969,-3.02,-3.29,-2.75,-344.615,-3.25,-3.56,-2.94,-239.815,-2.26,-2.55,-1.98,-329.373,-3.11,-3.42,-2.8,-347.585,-3.28,-3.59,-2.97,77,61.1,70,55.6,1,0.8,69,54.8,0,0,3,2.4,0,0,0,0,0,0,z,z,0,0,z,z,1,0.8,4,3.2,z,z,0,0,z,z,4,0.03,121,0.96,z,z,3,0.02,z,z,149,1.2,242,1.9,63,0.5,141.75,1.1,130,1,11.75,0.1,32,0.3,57,0.5,56,44.4,67,53.2,3,2.4,0,0,0,0,z,z,z,z,0,0,0,0,0,0,34,27,4,3.2,33,26.2,1,0.8,56,44.4,z,z,2,66.7,z,z,0,0,0,0,84,0,0,-319.969,-3.02,-3.29,-2.74,z,z,z,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,241,1.9,234,1.9,281,2.2
202223,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Final,1,0,Alternative provision,4,49,94,1.9,10,20.4,1,2,1,2,0,0,0,0,0,0,4.51,0.09,30,-95.332,-3.18,-3.68,-2.67,-104.935,-3.5,-4.08,-2.91,-81.13,-2.7,-3.24,-2.17,-90.781,-3.03,-3.61,-2.44,-102.938,-3.43,-4.01,-2.85,13,26.5,11,22.4,0,0,12,24.5,3,6.1,0,0,0,0,0,0,1,2,0,0,z,z,z,z,0,0,1,2,0,0,z,z,z,z,0,0,19,0.39,4,0.08,z,z,z,z,24,0.5,38,0.8,20,0.4,12,0.2,12,0.2,0,0,7,0.1,5,0.1,37,75.5,9,18.4,3,6.1,0,0,0,0,3,6.1,0,0,0,0,0,0,0,0,4,8.2,0,0,3,6.1,0,0,9,18.4,2,66.7,z,z,z,z,0,0,1,2,61,0,0,-95.332,-3.18,-3.69,-2.66,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,35,0.7,35,0.7,50,1
202223,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Final,0,0,Alternative provision,7,121,410.5,3.4,25,20.7,1,0.8,3,2.5,0,0,0,0,0,0,31.69,0.26,77,-243.529,-3.16,-3.48,-2.85,-273.31,-3.55,-3.91,-3.18,-200.865,-2.61,-2.94,-2.28,-229.322,-2.98,-3.34,-2.61,-266.336,-3.46,-3.82,-3.1,41,33.9,39,32.2,3,2.5,30,24.8,6,5,10,8.3,8,6.6,0,0,3,2.5,2,33.3,3,30,2,25,0,0,9,7.4,4,66.7,5,50,4,50,6,0.05,69,0.57,27,0.22,35,0.29,26,0.21,64,0.5,138,1.1,120,1,88.5,0.7,85,0.7,3.5,0,31,0.3,26,0.2,81,66.9,27,22.3,9,7.4,4,3.3,0,0,6,5,0,0,0,0,0,0,0,0,6,5,0,0,5,4.1,3,2.5,27,22.3,6,100,10,100,8,100,0,0,0,0,64,0,0,-243.529,-3.16,-3.48,-2.84,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,111,0.9,109,0.9,129,1.1
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Final,0,0,Alternative provision,1,22,86,3.9,11,50,1,4.5,2,9.1,0,0,0,0,0,0,4.83,0.22,17,-46,-2.71,-3.38,-2.03,-45.975,-2.7,-3.48,-1.93,-28.915,-1.7,-2.41,-0.99,-48.611,-2.86,-3.64,-2.08,-54.801,-3.22,-4,-2.45,11,50,11,50,1,4.5,11,50,0,0,1,4.5,0,0,0,0,1,4.5,z,z,0,0,z,z,0,0,2,9.1,z,z,0,0,z,z,3,0.14,24,1.09,z,z,2,0.09,z,z,32,1.5,48,2.2,2,0.1,4,0.2,4,0.2,0,0,1,0,1,0,11,50,9,40.9,2,9.1,0,0,0,0,z,z,z,z,0,0,0,0,0,0,1,4.5,0,0,1,4.5,1,4.5,10,45.5,z,z,1,100,z,z,0,0,0,0,77,0,0,-46,-2.71,-3.39,-2.02,z,z,z,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,25,1.1,25,1.1,33,1.5
202223,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Final,0,0,Alternative provision,2,88,407.75,4.6,36,40.9,0,0,0,0,0,0,0,0,0,0,22.85,0.26,74,-221.375,-2.99,-3.31,-2.67,-256.87,-3.47,-3.84,-3.1,-177.56,-2.4,-2.74,-2.06,-216.462,-2.93,-3.3,-2.55,-231.829,-3.13,-3.5,-2.76,42,47.7,38,43.2,1,1.1,40,45.5,27,30.7,2,2.3,0,0,0,0,0,0,0,0,0,0,z,z,0,0,4,4.5,0,0,0,0,z,z,1,0.01,73,0.83,31.5,0.36,0,0,z,z,67,0.8,146,1.7,74,0.8,120.75,1.4,119,1.4,1.75,0,38,0.4,39,0.4,48,54.5,12,13.6,27,30.7,0,0,1,1.1,27,30.7,0,0,0,0,0,0,0,0,20,22.7,0,0,20,22.7,1,1.1,31,35.2,17,63,0,0,z,z,0,0,0,0,84,0,0,-221.375,-2.99,-3.32,-2.66,0,0,0,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,159,1.8,158,1.8,199,2.3
202223,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Final,0,0,Alternative provision,5,79,350,4.4,48,60.8,1,1.3,1,1.3,0,0,0,0,0,0,15.5,0.2,70,-182.332,-2.6,-2.94,-2.27,-200.24,-2.86,-3.24,-2.48,-146.32,-2.09,-2.44,-1.74,-169.988,-2.43,-2.81,-2.05,-206.754,-2.95,-3.33,-2.57,50,63.3,49,62,8,10.1,48,60.8,3,3.8,16,20.3,0,0,0,0,1,1.3,0,0,0,0,z,z,0,0,1,1.3,0,0,0,0,z,z,14,0.18,57,0.72,3.5,0.04,15,0.19,z,z,96,1.2,114,1.4,77,1,63,0.8,63,0.8,0,0,51,0.6,33,0.4,30,38,29,36.7,16,20.3,2,2.5,2,2.5,3,3.8,0,0,0,0,0,0,0,0,7,8.9,1,1.3,6,7.6,7,8.9,33,41.8,2,66.7,11,68.8,z,z,0,0,0,0,89,0,0,-182.332,-2.6,-2.94,-2.27,0,0,0,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,199,2.5,199,2.5,225,2.8
202122,Academic year,National,E92000001,England,,,,,,Final,0,0,Alternative provision,414,7011,42193.38,6,3054,43.6,131,1.9,341,4.9,17,0.2,5,0.1,5,0.1,2636.96,0.38,5795,-18482.017,-3.19,-3.23,-3.15,-19922.225,-3.44,-3.48,-3.4,-14465.845,-2.5,-2.54,-2.46,-18392.356,-3.17,-3.22,-3.13,-20281.827,-3.5,-3.54,-3.46,3971,56.6,3530,50.3,846,12.1,3535,50.4,1045,14.9,353,5,72,1,170,2.4,242,3.5,111,10.6,47,13.3,55,76.4,274,3.9,590,8.4,240,23,76,21.5,58,80.6,2565,0.37,6835,0.97,2588.07,0.37,811,0.12,430,0.06,10319,1.5,13670,1.9,8682.13,1.2,9522.25,1.4,8018,1.1,1504.25,0.2,3045,0.4,2948,0.4,3410,48.6,2023,28.9,1042,14.9,417,5.9,102,1.5,990,14.1,56,0.8,55,0.8,18,0.3,2,0,1141,16.3,40,0.6,1158,16.5,767,10.9,2835,40.4,869,83.2,286,81,68,94.4,12,0.2,137,2,83,0,0,-18482.017,-3.19,-3.23,-3.15,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,13249,1.9,12584,1.8,15020,2.1
202122,Academic year,Regional,E92000001,England,E12000001,North East,,,,Final,0,0,Alternative provision,23,462,3319.25,7.2,250,54.1,6,1.3,23,5,0,0,0,0,0,0,206.11,0.45,440,-1459.863,-3.32,-3.45,-3.19,-1508.21,-3.43,-3.58,-3.28,-1166.07,-2.65,-2.79,-2.51,-1499.352,-3.41,-3.56,-3.25,-1583.598,-3.6,-3.75,-3.45,293,63.4,272,58.9,91,19.7,267,57.8,88,19,16,3.5,0,0,15,3.2,11,2.4,5,5.7,1,6.3,z,z,26,5.6,41,8.9,13,14.8,2,12.5,z,z,287,0.62,515,1.11,204.5,0.44,26,0.06,z,z,937,2,1030,2.2,559,1.2,793.25,1.7,526,1.1,267.25,0.6,216,0.5,250,0.5,191,41.3,144,31.2,63,13.6,64,13.9,0,0,87,18.8,1,0.2,1,0.2,0,0,0,0,83,18,0,0,79,17.1,89,19.3,223,48.3,76,86.4,12,75,z,z,0,0,7,1.5,95,0,0,-1459.863,-3.32,-3.45,-3.18,0,0,0,z,z,z,0,0,0,z,z,z,z,z,z,z,z,z,1006,2.2,918,2,1126,2.4
202122,Academic year,Regional,E92000001,England,E12000002,North West,,,,Final,0,0,Alternative provision,62,1079,6189.5,5.7,523,48.5,17,1.6,47,4.4,1,0.1,1,0.1,1,0.1,373.43,0.35,990,-3307.908,-3.34,-3.43,-3.25,-3518.08,-3.55,-3.65,-3.45,-2584.05,-2.61,-2.71,-2.51,-3312.842,-3.35,-3.45,-3.24,-3644.301,-3.68,-3.78,-3.58,634,58.8,565,52.4,129,12,589,54.6,127,11.8,31,2.9,5,0.5,31,2.9,25,2.3,12,9.4,7,22.6,4,80,45,4.2,84,7.8,27,21.3,8,25.8,4,80,401,0.37,1083,1,325.5,0.3,84,0.08,21,0.02,1645,1.5,2166,2,1107.5,1,1271,1.2,1073.5,1,197.5,0.2,423,0.4,388,0.4,486,45,380,35.2,160,14.8,32,3,20,1.9,123,11.4,4,0.4,4,0.4,2,0.2,1,0.1,176,16.3,0,0,169,15.7,118,10.9,486,45,115,90.6,26,83.9,4,80,1,0.1,19,1.8,92,0,0,-3307.908,-3.34,-3.43,-3.25,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,2008,1.9,1916,1.8,2322,2.2
202122,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Final,0,0,Alternative provision,40,619,3228.75,5.2,329,53.2,9,1.5,15,2.4,0,0,0,0,0,0,176.1,0.28,540,-1701.467,-3.15,-3.27,-3.03,-1821.775,-3.37,-3.51,-3.24,-1318.345,-2.44,-2.57,-2.31,-1707.273,-3.16,-3.3,-3.02,-1870.116,-3.46,-3.6,-3.33,395,63.8,346,55.9,93,15,358,57.8,56,9,42,6.8,2,0.3,11,1.8,12,1.9,5,8.9,3,7.1,1,50,17,2.7,27,4.4,9,16.1,5,11.9,1,50,187,0.3,548,0.89,132,0.21,49,0.08,8,0.01,868,1.4,1096,1.8,526,0.8,738.75,1.2,596,1,142.75,0.2,221,0.4,243,0.4,250,40.4,235,38,90,14.5,40,6.5,4,0.6,52,8.4,4,0.6,4,0.6,9,1.5,0,0,133,21.5,2,0.3,141,22.8,54,8.7,267,43.1,52,92.9,19,45.2,1,50,0,0,7,1.1,87,0,0,-1701.467,-3.15,-3.27,-3.03,0,0,0,z,z,z,0,0,0,z,z,z,0,0,0,z,z,z,1323,2.1,1250,2,1564,2.5
