"time_period","time_identifier","geographic_level","country_code","country_name","trust_id","trust_name","trust_uid","trust_companies_house_number","trust_ukprn","trust_leadregion","version","establishment_type_group","breakdown_topic","disadvantage_status","pupil_count","attainment8_average_weighted","progress8_pupil_percent","progress8_average_weighted","progress8_lower_95_ci","progress8_upper_95_ci","engmath_95_percent_weighted","ebacc_aps_average_weighted","ebacc_95_percent_weighted","ebacc_94_percent_weighted","ebacc_entering_percent_weighted"
"202425","Academic year","MAT","E92000001","England","TR01454","South Pennine Academies",3933,7599308,10058690,"Yorkshire and the Humber","Revised","Multi-academy trust","Total","Total",557,"39.5","z","z","z","z","32.7","3.37","7.9","12","27.5"
"202425","Academic year","MAT","E92000001","England","TR01454","South Pennine Academies",3933,7599308,10058690,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",268,"34.1","z","z","z","z","25","2.86","5.6","9","24.6"
"202425","Academic year","MAT","E92000001","England","TR01454","South Pennine Academies",3933,7599308,10058690,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",289,"44.6","z","z","z","z","39.8","3.84","10","14.9","30.1"
"202425","Academic year","MAT","E92000001","England","TR01462","Bridge Academy Trust",16858,7663795,10058864,"East of England","Revised","Multi-academy trust","Total","Total",742,"47.8","z","z","z","z","45.3","4.25","21","27.8","39.5"
"202425","Academic year","MAT","E92000001","England","TR01462","Bridge Academy Trust",16858,7663795,10058864,"East of England","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",143,"34.9","z","z","z","z","22.2","2.98","6.7","8.9","19.4"
"202425","Academic year","MAT","E92000001","England","TR01462","Bridge Academy Trust",16858,7663795,10058864,"East of England","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",599,"50.9","z","z","z","z","50.8","4.55","24.4","32.3","44.3"
"202425","Academic year","MAT","E92000001","England","TR01470","Leading Edge Academies Partnership",17055,7657923,10058841,"South West","Revised","Multi-academy trust","Total","Total",342,"42.5","z","z","z","z","36.3","3.69","13.2","18.1","30.1"
"202425","Academic year","MAT","E92000001","England","TR01470","Leading Edge Academies Partnership",17055,7657923,10058841,"South West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",79,"c","z","z","z","z","c","c","c","c","c"
"202425","Academic year","MAT","E92000001","England","TR01470","Leading Edge Academies Partnership",17055,7657923,10058841,"South West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",263,"c","z","z","z","z","c","c","c","c","c"
"202425","Academic year","MAT","E92000001","England","TR01509","Summit Learning Trust",4004,7348167,10058342,"West Midlands","Revised","Multi-academy trust","Total","Total",697,"45","z","z","z","z","39.9","4.06","20.8","33","63.4"
"202425","Academic year","MAT","E92000001","England","TR01509","Summit Learning Trust",4004,7348167,10058342,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",334,"40.7","z","z","z","z","34.7","3.61","16.5","27.8","56.3"
"202425","Academic year","MAT","E92000001","England","TR01509","Summit Learning Trust",4004,7348167,10058342,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",363,"49","z","z","z","z","44.6","4.47","24.8","37.7","70"
"202425","Academic year","MAT","E92000001","England","TR01513","Girls Learning Trust",15882,7627961,10058720,"London","Revised","Multi-academy trust","Total","Total",685,"70.6","z","z","z","z","85.3","6.64","57.4","63.4","77.8"
"202425","Academic year","MAT","E92000001","England","TR01513","Girls Learning Trust",15882,7627961,10058720,"London","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",99,"55.5","z","z","z","z","57.6","5.11","31.3","44.4","75.8"
"202425","Academic year","MAT","E92000001","England","TR01513","Girls Learning Trust",15882,7627961,10058720,"London","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",586,"73.1","z","z","z","z","89.9","6.9","61.8","66.6","78.2"
"202425","Academic year","MAT","E92000001","England","TR01527","Northern Education Trust",4036,7189647,10058295,"North East","Revised","Multi-academy trust","Total","Total",2196,"47.5","z","z","z","z","55.1","4.3","23.4","31.5","41"
"202425","Academic year","MAT","E92000001","England","TR01527","Northern Education Trust",4036,7189647,10058295,"North East","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",920,"39.4","z","z","z","z","40.3","3.52","14.1","21.2","29.9"
"202425","Academic year","MAT","E92000001","England","TR01527","Northern Education Trust",4036,7189647,10058295,"North East","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",1276,"53.3","z","z","z","z","65.7","4.86","30.1","38.9","49.1"
"202425","Academic year","MAT","E92000001","England","TR01530","Northern Schools Trust",4041,5067702,10058179,"North West","Revised","Multi-academy trust","Total","Total",417,"44.9","z","z","z","z","40.8","3.62","5","6.2","14.4"
"202425","Academic year","MAT","E92000001","England","TR01530","Northern Schools Trust",4041,5067702,10058179,"North West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",229,"42.9","z","z","z","z","35.4","3.38","4.4","5.2","12.7"
"202425","Academic year","MAT","E92000001","England","TR01530","Northern Schools Trust",4041,5067702,10058179,"North West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",188,"47.5","z","z","z","z","47.3","3.92","5.9","7.4","16.5"
"202425","Academic year","MAT","E92000001","England","TR01553","Oasis Community Learning",4076,5398529,10058190,"London","Revised","Multi-academy trust","Total","Total",3206,"41.1","z","z","z","z","35.4","3.72","13.5","21.5","56.1"
"202425","Academic year","MAT","E92000001","England","TR01553","Oasis Community Learning",4076,5398529,10058190,"London","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",1494,"35.2","z","z","z","z","24.3","3.17","9","16","50.4"
"202425","Academic year","MAT","E92000001","England","TR01553","Oasis Community Learning",4076,5398529,10058190,"London","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",1712,"46.1","z","z","z","z","45","4.2","17.4","26.2","61.2"
"202425","Academic year","MAT","E92000001","England","TR01568","The Olympus Academy Trust",4095,7844791,10059430,"South West","Revised","Multi-academy trust","Total","Total",833,"47.2","z","z","z","z","48.6","3.96","9.6","13","16.8"
"202425","Academic year","MAT","E92000001","England","TR01568","The Olympus Academy Trust",4095,7844791,10059430,"South West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",144,"30.4","z","z","z","z","20.1","2.45","2.8","4.2","6.3"
"202425","Academic year","MAT","E92000001","England","TR01568","The Olympus Academy Trust",4095,7844791,10059430,"South West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",689,"50.8","z","z","z","z","54.6","4.28","11","14.8","19"
"202425","Academic year","MAT","E92000001","England","TR01577","Ormiston Academies Trust",4106,6982127,10058272,"West Midlands","Revised","Multi-academy trust","Total","Total",5526,"41","z","z","z","z","35.5","3.45","7.3","11.1","20.5"
"202425","Academic year","MAT","E92000001","England","TR01577","Ormiston Academies Trust",4106,6982127,10058272,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",2053,"33.7","z","z","z","z","22.2","2.79","3.9","6.5","14.5"
"202425","Academic year","MAT","E92000001","England","TR01577","Ormiston Academies Trust",4106,6982127,10058272,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",3473,"45.3","z","z","z","z","43.4","3.84","9.3","13.9","24"
"202425","Academic year","MAT","E92000001","England","TR01585","Outwood Grange Academies Trust",4119,6995649,10058273,"North East","Revised","Multi-academy trust","Total","Total",4670,"43.4","z","z","z","z","43.9","3.83","14.3","20","29.1"
"202425","Academic year","MAT","E92000001","England","TR01585","Outwood Grange Academies Trust",4119,6995649,10058273,"North East","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",1590,"33.7","z","z","z","z","25.8","2.88","5.5","9.6","18.6"
"202425","Academic year","MAT","E92000001","England","TR01585","Outwood Grange Academies Trust",4119,6995649,10058273,"North East","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",3080,"48.4","z","z","z","z","53.2","4.32","18.9","25.4","34.4"
"202425","Academic year","MAT","E92000001","England","TR01605","Core Education Trust",4145,7949154,10059585,"West Midlands","Revised","Multi-academy trust","Total","Total",733,"39.5","z","z","z","z","29.3","3.41","5.6","8.2","19.2"
"202425","Academic year","MAT","E92000001","England","TR01605","Core Education Trust",4145,7949154,10059585,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",422,"36.4","z","z","z","z","23","3.13","4.7","6.9","20.9"
"202425","Academic year","MAT","E92000001","England","TR01605","Core Education Trust",4145,7949154,10059585,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",311,"43.8","z","z","z","z","37.9","3.78","6.8","10","17"
"202425","Academic year","MAT","E92000001","England","TR01611","Advance Learning Partnership",16711,7928558,10059549,"North East","Revised","Multi-academy trust","Total","Total",754,"45.3","z","z","z","z","43.5","3.72","10.2","14.1","20.5"
"202425","Academic year","MAT","E92000001","England","TR01611","Advance Learning Partnership",16711,7928558,10059549,"North East","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",250,"36.6","z","z","z","z","23.4","2.89","4.1","5.7","12.1"
"202425","Academic year","MAT","E92000001","England","TR01611","Advance Learning Partnership",16711,7928558,10059549,"North East","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",504,"49.5","z","z","z","z","53.2","4.13","13.1","18.2","24.5"
"202425","Academic year","MAT","E92000001","England","TR01615","Partnership Learning",5485,8339345,10053276,"London","Revised","Multi-academy trust","Total","Total",1185,"49.4","z","z","z","z","49","4.5","26.4","39","59.8"
"202425","Academic year","MAT","E92000001","England","TR01615","Partnership Learning",5485,8339345,10053276,"London","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",386,"44.4","z","z","z","z","38.2","3.98","22.8","34.5","51.8"
"202425","Academic year","MAT","E92000001","England","TR01615","Partnership Learning",5485,8339345,10053276,"London","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",799,"51.8","z","z","z","z","54.2","4.75","28.1","41.2","63.6"
"202425","Academic year","MAT","E92000001","England","TR01632","Cornwall Education Learning Trust",5479,7565242,10055139,"South West","Revised","Multi-academy trust","Total","Total",877,"47.7","z","z","z","z","45.8","4.24","21","29.2","48.2"
"202425","Academic year","MAT","E92000001","England","TR01632","Cornwall Education Learning Trust",5479,7565242,10055139,"South West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",198,"37.7","z","z","z","z","27.8","3.21","8.6","14.6","32.3"
"202425","Academic year","MAT","E92000001","England","TR01632","Cornwall Education Learning Trust",5479,7565242,10055139,"South West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",679,"50.6","z","z","z","z","51.1","4.54","24.6","33.4","52.9"
"202425","Academic year","MAT","E92000001","England","TR01671","The Futures Trust",15732,8678162,10060589,"West Midlands","Revised","Multi-academy trust","Total","Total",801,"44","z","z","z","z","39.4","3.85","10.4","15.5","23.8"
"202425","Academic year","MAT","E92000001","England","TR01671","The Futures Trust",15732,8678162,10060589,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",239,"35.7","z","z","z","z","25.3","3.03","5.1","7.7","14.9"
"202425","Academic year","MAT","E92000001","England","TR01671","The Futures Trust",15732,8678162,10060589,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",562,"47.7","z","z","z","z","45.5","4.2","12.8","18.9","27.7"
"202425","Academic year","MAT","E92000001","England","TR01687","The Priory Learning Trust",16417,7698707,10059096,"South West","Revised","Multi-academy trust","Total","Total",760,"41.9","z","z","z","z","37","3.41","5","8","13.9"
"202425","Academic year","MAT","E92000001","England","TR01687","The Priory Learning Trust",16417,7698707,10059096,"South West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",181,"31.3","z","z","z","z","21","2.51","3.9","5","8.3"
"202425","Academic year","MAT","E92000001","England","TR01687","The Priory Learning Trust",16417,7698707,10059096,"South West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",579,"45.2","z","z","z","z","42","3.69","5.4","9","15.7"
"202425","Academic year","MAT","E92000001","England","TR01688","The Priory Federation Of Academies",4253,6462935,10058228,"East Midlands","Revised","Multi-academy trust","Total","Total",1003,"43.8","z","z","z","z","36.5","3.88","15","24.8","42.5"
"202425","Academic year","MAT","E92000001","England","TR01688","The Priory Federation Of Academies",4253,6462935,10058228,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",275,"36.3","z","z","z","z","23.3","3.12","5.1","11.6","31.3"
"202425","Academic year","MAT","E92000001","England","TR01688","The Priory Federation Of Academies",4253,6462935,10058228,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",728,"46.7","z","z","z","z","41.5","4.17","18.7","29.8","46.7"
"202425","Academic year","MAT","E92000001","England","TR01697","The 318 Education Trust",4264,8064698,10059785,"West Midlands","Revised","Multi-academy trust","Total","Total",630,"44.5","z","z","z","z","40.5","3.92","16.3","23.5","43.9"
"202425","Academic year","MAT","E92000001","England","TR01697","The 318 Education Trust",4264,8064698,10059785,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",118,"32.9","z","z","z","z","19.8","2.77","8.6","12.1","33.7"
"202425","Academic year","MAT","E92000001","England","TR01697","The 318 Education Trust",4264,8064698,10059785,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",512,"47.2","z","z","z","z","45.3","4.19","18.1","26.2","46.2"
"202425","Academic year","MAT","E92000001","England","TR01710","Qegsmat",16650,7698914,10059103,"East Midlands","Revised","Multi-academy trust","Total","Total",706,"44.6","z","z","z","z","41","3.85","10.8","14.8","21.2"
"202425","Academic year","MAT","E92000001","England","TR01710","Qegsmat",16650,7698914,10059103,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",202,"33.2","z","z","z","z","21.8","2.78","1.8","4.3","12.4"
"202425","Academic year","MAT","E92000001","England","TR01710","Qegsmat",16650,7698914,10059103,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",504,"49.3","z","z","z","z","49","4.3","14.5","19.1","24.9"
"202425","Academic year","MAT","E92000001","England","TR01715","The Mercian Trust",16926,7611347,10058703,"West Midlands","Revised","Multi-academy trust","Total","Total",1639,"49","z","z","z","z","48.7","4.47","29.6","36.2","44.7"
"202425","Academic year","MAT","E92000001","England","TR01715","The Mercian Trust",16926,7611347,10058703,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",539,"39.1","z","z","z","z","30.9","3.48","17.9","22.8","30.9"
"202425","Academic year","MAT","E92000001","England","TR01715","The Mercian Trust",16926,7611347,10058703,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",1100,"53.6","z","z","z","z","57.1","4.94","35.2","42.5","51.2"
"202425","Academic year","MAT","E92000001","England","TR01762","Sfaet Ltd",16518,7689980,10058976,"London","Revised","Multi-academy trust","Total","Total",464,"47.8","z","z","z","z","49.6","4.43","28.4","42.2","68.5"
"202425","Academic year","MAT","E92000001","England","TR01762","Sfaet Ltd",16518,7689980,10058976,"London","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",93,"36.6","z","z","z","z","26.9","3.29","10.8","22.6","50.5"
"202425","Academic year","MAT","E92000001","England","TR01762","Sfaet Ltd",16518,7689980,10058976,"London","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",371,"50.6","z","z","z","z","55.3","4.71","32.9","47.2","73"
"202425","Academic year","MAT","E92000001","England","TR01764","Central Region Schools Trust",4335,8166526,10059997,"West Midlands","Revised","Multi-academy trust","Total","Total",761,"37.8","z","z","z","z","27.9","3.17","6","10.3","20.3"
"202425","Academic year","MAT","E92000001","England","TR01764","Central Region Schools Trust",4335,8166526,10059997,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",301,"31.7","z","z","z","z","17.3","2.62","3.8","6.9","13.6"
"202425","Academic year","MAT","E92000001","England","TR01764","Central Region Schools Trust",4335,8166526,10059997,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",460,"41.6","z","z","z","z","34.5","3.5","7.4","12.4","24.4"
"202425","Academic year","MAT","E92000001","England","TR01767","Redhill Academy Trust",4338,7430317,10058403,"East Midlands","Revised","Multi-academy trust","Total","Total",1773,"45.9","z","z","z","z","43","4.11","17.1","28.5","49.8"
"202425","Academic year","MAT","E92000001","England","TR01767","Redhill Academy Trust",4338,7430317,10058403,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",508,"36.3","z","z","z","z","23.8","3.21","6.9","16.9","38"
"202425","Academic year","MAT","E92000001","England","TR01767","Redhill Academy Trust",4338,7430317,10058403,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",1265,"49.7","z","z","z","z","50.7","4.48","21.3","33.2","54.5"
"202425","Academic year","MAT","E92000001","England","TR01774","Synergy Multi Academy Trust",16163,8198980,10060057,"East of England","Revised","Multi-academy trust","Total","Total",479,"43.8","z","z","z","z","40.9","3.93","15.6","26.5","44.9"
"202425","Academic year","MAT","E92000001","England","TR01774","Synergy Multi Academy Trust",16163,8198980,10060057,"East of England","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",104,"36.2","z","z","z","z","24.9","3.24","11.2","15.2","32"
"202425","Academic year","MAT","E92000001","England","TR01774","Synergy Multi Academy Trust",16163,8198980,10060057,"East of England","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",375,"45.9","z","z","z","z","45.3","4.12","16.8","29.6","48.5"
"202425","Academic year","MAT","E92000001","England","TR01795","The Bay Learning Trust",16599,7588464,10058677,"North West","Revised","Multi-academy trust","Total","Total",638,"43.2","z","z","z","z","39.3","3.68","7.1","10","17.9"
"202425","Academic year","MAT","E92000001","England","TR01795","The Bay Learning Trust",16599,7588464,10058677,"North West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",160,"31.6","z","z","z","z","15","2.62","1.3","1.9","11.9"
"202425","Academic year","MAT","E92000001","England","TR01795","The Bay Learning Trust",16599,7588464,10058677,"North West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",478,"47.1","z","z","z","z","47.5","4.04","9","12.8","19.9"
"202425","Academic year","MAT","E92000001","England","TR01807","The Rodillian Multi Academy Trust",4386,7990619,10059698,"Yorkshire and the Humber","Revised","Multi-academy trust","Total","Total",762,"47.4","z","z","z","z","54.1","4.4","26.4","37.3","73"
"202425","Academic year","MAT","E92000001","England","TR01807","The Rodillian Multi Academy Trust",4386,7990619,10059698,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",159,"34","z","z","z","z","25.2","3.06","5.7","14.5","53.5"
"202425","Academic year","MAT","E92000001","England","TR01807","The Rodillian Multi Academy Trust",4386,7990619,10059698,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",603,"51","z","z","z","z","61.7","4.75","31.8","43.3","78.1"
"202425","Academic year","MAT","E92000001","England","TR01817","The Rosedale Hewens Academy Trust",4397,7683702,10058942,"London","Revised","Multi-academy trust","Total","Total",273,"42.6","z","z","z","z","37","3.69","7","10.6","33.7"
"202425","Academic year","MAT","E92000001","England","TR01817","The Rosedale Hewens Academy Trust",4397,7683702,10058942,"London","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",101,"36.1","z","z","z","z","19.8","3.11","5","6.9","38.6"
"202425","Academic year","MAT","E92000001","England","TR01817","The Rosedale Hewens Academy Trust",4397,7683702,10058942,"London","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",172,"46.4","z","z","z","z","47.1","4.03","8.1","12.8","30.8"
"202425","Academic year","MAT","E92000001","England","TR01818","The Roseland Multi Academy Trust",16049,7557817,10058608,"South West","Revised","Multi-academy trust","Total","Total",427,"46.3","z","z","z","z","44.5","3.92","11.5","15.5","23.2"
"202425","Academic year","MAT","E92000001","England","TR01818","The Roseland Multi Academy Trust",16049,7557817,10058608,"South West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",88,"36.3","z","z","z","z","28.4","3.03","5.7","9.1","18.2"
"202425","Academic year","MAT","E92000001","England","TR01818","The Roseland Multi Academy Trust",16049,7557817,10058608,"South West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",339,"48.8","z","z","z","z","48.7","4.15","13","17.1","24.5"
"202425","Academic year","MAT","E92000001","England","TR01824","The Rowan Learning Trust",4405,8010464,10059724,"North West","Revised","Multi-academy trust","Total","Total",516,"35.8","z","z","z","z","26.6","3","5","7.4","15.5"
"202425","Academic year","MAT","E92000001","England","TR01824","The Rowan Learning Trust",4405,8010464,10059724,"North West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",234,"28.8","z","z","z","z","14.5","2.36","2.6","3.4","13.2"
"202425","Academic year","MAT","E92000001","England","TR01824","The Rowan Learning Trust",4405,8010464,10059724,"North West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",282,"41.7","z","z","z","z","36.5","3.52","7.1","10.6","17.4"
"202425","Academic year","MAT","E92000001","England","TR01828","Ascend Learning Trust",16676,7569743,10058663,"South West","Revised","Multi-academy trust","Total","Total",772,"43.9","z","z","z","z","40.2","3.77","11.7","17.2","28.9"
"202425","Academic year","MAT","E92000001","England","TR01828","Ascend Learning Trust",16676,7569743,10058663,"South West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",169,"30.3","z","z","z","z","18.3","2.54","2.4","8.3","22.5"
"202425","Academic year","MAT","E92000001","England","TR01828","Ascend Learning Trust",16676,7569743,10058663,"South West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",603,"47.7","z","z","z","z","46.3","4.11","14.3","19.7","30.7"
"202425","Academic year","MAT","E92000001","England","TR01843","Bishop Bewick Catholic Education Trust",16761,7841435,10059424,"North East","Revised","Multi-academy trust","Total","Total",1091,"50.6","z","z","z","z","51","4.44","21.7","29.8","42"
"202425","Academic year","MAT","E92000001","England","TR01843","Bishop Bewick Catholic Education Trust",16761,7841435,10059424,"North East","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",299,"39.9","z","z","z","z","28.2","3.42","11.4","21.9","33.9"
"202425","Academic year","MAT","E92000001","England","TR01843","Bishop Bewick Catholic Education Trust",16761,7841435,10059424,"North East","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",792,"54.7","z","z","z","z","59.6","4.83","25.6","32.8","45.1"
"202425","Academic year","MAT","E92000001","England","TR01848","Saffron Academy Trust",4437,7618351,10058708,"East of England","Revised","Multi-academy trust","Total","Total",862,"51","z","z","z","z","54.9","4.61","25.3","33.8","45.8"
"202425","Academic year","MAT","E92000001","England","TR01848","Saffron Academy Trust",4437,7618351,10058708,"East of England","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",125,"37.8","z","z","z","z","31.2","3.33","9.6","18.4","29.6"
"202425","Academic year","MAT","E92000001","England","TR01848","Saffron Academy Trust",4437,7618351,10058708,"East of England","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",737,"53.2","z","z","z","z","58.9","4.82","28","36.4","48.6"
"202425","Academic year","MAT","E92000001","England","TR01853","St Ralph Sherwin Catholic Multi Academy Trust",4442,7937154,10059560,"East Midlands","Revised","Multi-academy trust","Total","Total",682,"45.8","z","z","z","z","40.5","3.94","11.9","18.2","34.6"
"202425","Academic year","MAT","E92000001","England","TR01853","St Ralph Sherwin Catholic Multi Academy Trust",4442,7937154,10059560,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",160,"37","z","z","z","z","22.5","3.07","5","10","22.5"
"202425","Academic year","MAT","E92000001","England","TR01853","St Ralph Sherwin Catholic Multi Academy Trust",4442,7937154,10059560,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",522,"48.5","z","z","z","z","46","4.21","14","20.7","38.3"
"202425","Academic year","MAT","E92000001","England","TR01858","South East Cornwall Multi Academy Regional Trust",4449,7542166,10058550,"South West","Revised","Multi-academy trust","Total","Total",505,"42","z","z","z","z","34.5","3.54","7.1","10.7","19.6"
"202425","Academic year","MAT","E92000001","England","TR01858","South East Cornwall Multi Academy Regional Trust",4449,7542166,10058550,"South West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",122,"31.2","z","z","z","z","15.6","2.6","3.3","5.7","10.7"
"202425","Academic year","MAT","E92000001","England","TR01858","South East Cornwall Multi Academy Regional Trust",4449,7542166,10058550,"South West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",383,"45.4","z","z","z","z","40.5","3.83","8.4","12.3","22.5"
"202425","Academic year","MAT","E92000001","England","TR01862","Unity Schools Partnership",4454,7400386,10058379,"East of England","Revised","Multi-academy trust","Total","Total",1471,"44.3","z","z","z","z","42","3.91","15.3","23.9","40.9"
"202425","Academic year","MAT","E92000001","England","TR01862","Unity Schools Partnership",4454,7400386,10058379,"East of England","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",328,"33.2","z","z","z","z","21.6","2.88","7","11.9","29.7"
"202425","Academic year","MAT","E92000001","England","TR01862","Unity Schools Partnership",4454,7400386,10058379,"East of England","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",1143,"47.5","z","z","z","z","47.8","4.2","17.6","27.3","44.1"
"202425","Academic year","MAT","E92000001","England","TR01869","Ambition Education Trust",16752,7523557,10058506,"East of England","Revised","Multi-academy trust","Total","Total",541,"53.2","z","z","z","z","59","4.76","25.7","29.9","36.8"
"202425","Academic year","MAT","E92000001","England","TR01869","Ambition Education Trust",16752,7523557,10058506,"East of England","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",105,"34.9","z","z","z","z","26.7","2.97","4.8","7.6","15.2"
"202425","Academic year","MAT","E92000001","England","TR01869","Ambition Education Trust",16752,7523557,10058506,"East of England","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",436,"57.7","z","z","z","z","66.7","5.2","30.7","35.3","42"
"202425","Academic year","MAT","E92000001","England","TR01870","Thomas Telford Multi Academy Trust",16830,4798185,10058173,"West Midlands","Revised","Multi-academy trust","Total","Total",751,"48.2","z","z","z","z","46.2","4.2","17.3","28.9","43"
"202425","Academic year","MAT","E92000001","England","TR01870","Thomas Telford Multi Academy Trust",16830,4798185,10058173,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",291,"42.6","z","z","z","z","32","3.58","10.7","18.2","30.2"
"202425","Academic year","MAT","E92000001","England","TR01870","Thomas Telford Multi Academy Trust",16830,4798185,10058173,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",460,"51.7","z","z","z","z","55.2","4.6","21.5","35.7","51.1"
"202425","Academic year","MAT","E92000001","England","TR01879","Delta Academies Trust",4474,7386086,10055739,"Yorkshire and the Humber","Revised","Multi-academy trust","Total","Total",2869,"48.1","z","z","z","z","55","4.31","24.8","32.8","43.1"
"202425","Academic year","MAT","E92000001","England","TR01879","Delta Academies Trust",4474,7386086,10055739,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",940,"38.6","z","z","z","z","37.5","3.35","13","18.5","27.8"
"202425","Academic year","MAT","E92000001","England","TR01879","Delta Academies Trust",4474,7386086,10055739,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",1929,"52.6","z","z","z","z","63.3","4.77","30.3","39.6","50.3"
"202425","Academic year","MAT","E92000001","England","TR01898","The Sheffield Utc Academy Trust",16038,7652696,10058801,"Yorkshire and the Humber","Revised","Multi-academy trust","Total","Total",284,"41.7","z","z","z","z","35.2","3.13","0.4","0.4","0.4"
"202425","Academic year","MAT","E92000001","England","TR01898","The Sheffield Utc Academy Trust",16038,7652696,10058801,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",89,"36.5","z","z","z","z","22.5","2.78","1.1","1.1","1.1"
