"time_period","time_identifier","geographic_level","country_code","country_name","trust_id","trust_name","trust_uid","trust_companies_house_number","trust_ukprn","trust_leadregion","version","establishment_type_group","academy_eligibility","pupil_count","disadvantaged_pupil_percent","not_disadvantaged_pupil_percent","ks2_scaledscore_average","eal_pupil_percent","sen_pupil_percent","urns","school_count","converter_school_count","sponsored_school_count","free_school_count","studio_school_count","utc_school_count","disadvantaged_school_count","years3_school_count","years4_school_count","years5plus_school_count","progress8_banding"
"202425","Academic year","MAT","E92000001","England","TR01858","South East Cornwall Multi Academy Regional Trust","4449","7542166","10058550","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","505","24","76","z","2","12","136575;137839;144291","3","3","0","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01862","Unity Schools Partnership","4454","7400386","10058379","East of England","Revised","Multi-academy trust","Included in MAT performance tables","1471","22","78","z","11","16","136322;136990;137321;138162;138250;140669;140969;141639;145944","9","4","4","1","0","0","9","1","0","8","z"
"202425","Academic year","MAT","E92000001","England","TR01862","Unity Schools Partnership","4454","7400386","10058379","East of England","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1471","22","78","z","11","16","136322;136990;137321;138162;138250;140669;140969;141639;145944","9","4","4","1","0","0","9","1","0","8","z"
"202425","Academic year","MAT","E92000001","England","TR01869","Ambition Education Trust","16752","7523557","10058506","East of England","Revised","Multi-academy trust","Included in MAT performance tables","541","19","81","z","11","19","136609;137038;146305","3","2","1","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01869","Ambition Education Trust","16752","7523557","10058506","East of England","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","905","19","81","z","15","20","136609;137038;137339;145430;146305","5","3","2","0","0","0","5","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01870","Thomas Telford Multi Academy Trust","16830","4798185","10058173","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","751","39","61","z","22","15","133697;134993;135149;140160","4","0","3","0","0","1","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR01870","Thomas Telford Multi Academy Trust","16830","4798185","10058173","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","751","39","61","z","22","15","133697;134993;135149;140160","4","0","3","0","0","1","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR01879","Delta Academies Trust","4474","7386086","10055739","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","2869","33","67","z","12","10","135942;136343;136675;137066;137141;137453;137464;137472;138006;138082;139059;139076;140949;145929;146320;146639;149011","17","7","9","1","0","0","17","1","0","16","z"
"202425","Academic year","MAT","E92000001","England","TR01879","Delta Academies Trust","4474","7386086","10055739","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","3251","32","68","z","12","10","135942;136343;136675;137066;137141;137453;137464;137472;138006;138082;139059;139076;140949;145929;146320;146639;149011;150482;150524","19","9","9","1","0","0","19","1","0","16","z"
"202425","Academic year","MAT","E92000001","England","TR01898","The Sheffield Utc Academy Trust","16038","7652696","10058801","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","284","31","69","z","8","17","139695;142605;147685","3","0","0","0","0","3","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01898","The Sheffield Utc Academy Trust","16038","7652696","10058801","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","284","31","69","z","8","17","139695;142605;147685","3","0","0","0","0","3","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01902","Share Multi Academy Trust","5635","7729878","10059231","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","943","28","72","z","17","17","137352;146327;146365;149162","4","3","1","0","0","0","4","1","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01902","Share Multi Academy Trust","5635","7729878","10059231","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","943","28","72","z","17","17","137352;146327;146365;149162","4","3","1","0","0","0","4","1","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01914","North East Learning Trust","4516","7492165","10052835","North East","Revised","Multi-academy trust","Included in MAT performance tables","1043","29","71","z","2","14","136451;138075;144496;144601;144977;147531;148728","7","3","4","0","0","0","7","0","1","6","z"
"202425","Academic year","MAT","E92000001","England","TR01914","North East Learning Trust","4516","7492165","10052835","North East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1256","30","70","z","2","16","136451;138075;139839;144496;144601;144977;147531;148728","8","4","4","0","0","0","8","0","1","6","z"
"202425","Academic year","MAT","E92000001","England","TR01920","Chorus Education Trust","17155","8289609","10060171","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","522","21","79","z","9","13","139167;145562;147533","3","1","2","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01920","Chorus Education Trust","17155","8289609","10060171","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","720","22","78","z","7","14","139167;145562;147533;149825","4","2","2","0","0","0","4","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01924","Insignis Academy Trust","16401","7657307","10058831","South East","Revised","Multi-academy trust","Included in MAT performance tables","507","17","83","z","22","13","136845;146377;148851","3","3","0","0","0","0","3","1","0","2","z"
"202425","Academic year","MAT","E92000001","England","TR01924","Insignis Academy Trust","16401","7657307","10058831","South East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","693","21","79","z","24","14","136845;146377;148851;150611","4","4","0","0","0","0","4","1","0","2","z"
"202425","Academic year","MAT","E92000001","England","TR01926","Scholars Education Trust","4533","7697132","10059062","East of England","Revised","Multi-academy trust","Included in MAT performance tables","587","15","85","z","13","16","137270;138181;138582;143131","4","2","2","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR01926","Scholars Education Trust","4533","7697132","10059062","East of England","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1208","19","81","z","14","23","137110;137270;138181;138582;143131;149500;150217","7","5","2","0","0","0","7","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR01927","Kingfisher Schools Trust","16656","7682294","10058936","East of England","Revised","Multi-academy trust","Included in MAT performance tables","557","23","77","z","6","16","137055;141236;145055","3","1","2","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01927","Kingfisher Schools Trust","16656","7682294","10058936","East of England","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","557","23","77","z","6","16","137055;141236;145055","3","1","2","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01962","Our Lady Of Lourdes Catholic Multiacademy Trust","4581","7743523","10059277","East Midlands","Revised","Multi-academy trust","Included in MAT performance tables","975","21","79","z","31","11","137409;138018;138341;138810;139623;140698","6","6","0","0","0","0","6","2","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR01962","Our Lady Of Lourdes Catholic Multiacademy Trust","4581","7743523","10059277","East Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","975","21","79","z","31","11","137409;138018;138341;138810;139623;140698","6","6","0","0","0","0","6","2","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR01966","Tyne Coast Academy Trust","4586","8313162","10060208","North East","Revised","Multi-academy trust","Included in MAT performance tables","479","54","46","z","16","9","145528;145900;147532","3","2","0","0","0","1","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01966","Tyne Coast Academy Trust","4586","8313162","10060208","North East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","479","54","46","z","16","9","145528;145900;147532","3","2","0","0","0","1","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR01983","Diocese Of Southwell And Nottingham Multiacademy Trust","2925","8738949","10060643","East Midlands","Revised","Multi-academy trust","Included in MAT performance tables","335","37","63","z","13","26","135583;140549;148433","3","1","2","0","0","0","3","0","1","2","z"
"202425","Academic year","MAT","E92000001","England","TR01983","Diocese Of Southwell And Nottingham Multiacademy Trust","2925","8738949","10060643","East Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","335","37","63","z","13","26","135583;140549;148433","3","1","2","0","0","0","3","0","1","2","z"
"202425","Academic year","MAT","E92000001","England","TR01987","The Spencer Academies Trust","4609","7353824","10058352","East Midlands","Revised","Multi-academy trust","Included in MAT performance tables","2022","23","77","z","13","14","136291;137606;138482;138628;145327;145500;146562;146564","8","6","2","0","0","0","8","0","0","8","z"
"202425","Academic year","MAT","E92000001","England","TR01987","The Spencer Academies Trust","4609","7353824","10058352","East Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","2022","23","77","z","13","14","136291;137606;138482;138628;145327;145500;146562;146564","8","6","2","0","0","0","8","0","0","8","z"
"202425","Academic year","MAT","E92000001","England","TR01990","Tove Learning Trust","16243","7525820","10058513","East Midlands","Revised","Multi-academy trust","Included in MAT performance tables","1741","30","70","z","15","16","129342;135335;135956;136488;143421;145736;146209;148835;149433","9","3","6","0","0","0","9","1","1","7","z"
"202425","Academic year","MAT","E92000001","England","TR01990","Tove Learning Trust","16243","7525820","10058513","East Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1741","30","70","z","15","16","129342;135335;135956;136488;143421;145736;146209;148835;149433","9","3","6","0","0","0","9","1","1","7","z"
"202425","Academic year","MAT","E92000001","England","TR02032","Danes Educational Trust","16254","7671949","10058906","East of England","Revised","Multi-academy trust","Included in MAT performance tables","861","16","84","z","18","16","136901;139416;144402;147246;147535","5","3","0","1","0","1","5","0","1","4","z"
"202425","Academic year","MAT","E92000001","England","TR02032","Danes Educational Trust","16254","7671949","10058906","East of England","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1058","17","83","z","16","16","136901;139416;144402;147246;147535;150656","6","4","0","1","0","1","6","0","1","4","z"
"202425","Academic year","MAT","E92000001","England","TR02034","Osborne Cooperative Academy Trust","4662","7703865","10059129","East of England","Revised","Multi-academy trust","Included in MAT performance tables","513","21","79","z","17","14","137456;145474;147853","3","1","1","1","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02034","Osborne Cooperative Academy Trust","4662","7703865","10059129","East of England","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","513","21","79","z","17","14","137456;145474;147853","3","1","1","1","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02045","Magna Learning Partnership","16649","7865850","10059466","South West","Revised","Multi-academy trust","Included in MAT performance tables","501","25","75","z","7","25","136183;144388;144389","3","2","1","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02045","Magna Learning Partnership","16649","7865850","10059466","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","501","25","75","z","7","25","136183;144388;144389","3","2","1","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02230","Swale Academies Trust","4885","7344732","10058331","South East","Revised","Multi-academy trust","Included in MAT performance tables","1729","32","68","z","7","17","136106;136286;137687;139075;144354;144661;147897;148179;148712","9","4","5","0","0","0","9","2","0","7","z"
"202425","Academic year","MAT","E92000001","England","TR02230","Swale Academies Trust","4885","7344732","10058331","South East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1729","32","68","z","7","17","136106;136286;137687;139075;144354;144661;147897;148179;148712","9","4","5","0","0","0","9","2","0","7","z"
"202425","Academic year","MAT","E92000001","England","TR02239","Tapton School Academy Trust","4899","7697171","10059064","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","893","26","74","z","16","18","138069;138414;140547;147788","4","2","2","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02239","Tapton School Academy Trust","4899","7697171","10059064","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","893","26","74","z","16","18","138069;138414;140547;147788","4","2","2","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02240","Endeavour Learning Trust","16346","7848372","10059445","North West","Revised","Multi-academy trust","Included in MAT performance tables","469","19","81","z","3","13","137768;146282;148254","3","1","2","0","0","0","3","1","0","2","z"
"202425","Academic year","MAT","E92000001","England","TR02240","Endeavour Learning Trust","16346","7848372","10059445","North West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","528","20","80","z","4","13","137768;146282;148254;150434","4","1","3","0","0","0","4","1","0","2","z"
"202425","Academic year","MAT","E92000001","England","TR02243","Star Academies","4903","7353849","10048788","North West","Revised","Multi-academy trust","Included in MAT performance tables","2859","41","59","z","55","17","138220;140957;140958;140959;141565;141969;141970;141971;142469;142681;142761;144464;144646;144744;144745;145878;147018;147201;147204;147757;148847","21","1","8","12","0","0","21","1","1","19","z"
"202425","Academic year","MAT","E92000001","England","TR02243","Star Academies","4903","7353849","10048788","North West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","3034","39","61","z","52","17","138220;140957;140958;140959;141565;141969;141970;141971;142469;142681;142761;144464;144646;144744;144745;145878;147018;147201;147204;147757;148847;150261","22","2","8","12","0","0","22","1","1","19","z"
"202425","Academic year","MAT","E92000001","England","TR02247","The Ted Wragg Multi Academy Trust","4909","8545109","10060466","South West","Revised","Multi-academy trust","Included in MAT performance tables","1454","28","72","z","12","22","136142;136646;136668;139682;141514;142805;145404;147401;147967","9","3","6","0","0","0","9","1","2","6","z"
"202425","Academic year","MAT","E92000001","England","TR02247","The Ted Wragg Multi Academy Trust","4909","8545109","10060466","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1900","28","72","z","10","23","136142;136646;136668;136912;137206;139682;141514;142805;145404;147401;147967;149602","12","6","6","0","0","0","12","1","2","6","z"
"202425","Academic year","MAT","E92000001","England","TR02252","Ivy Education Trust","4915","7519888","10058495","South West","Revised","Multi-academy trust","Included in MAT performance tables","456","19","81","z","4","23","136495;137124;147643","3","3","0","0","0","0","3","2","0","1","z"
"202425","Academic year","MAT","E92000001","England","TR02252","Ivy Education Trust","4915","7519888","10058495","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","456","19","81","z","4","23","136495;137124;147643","3","3","0","0","0","0","3","2","0","1","z"
"202425","Academic year","MAT","E92000001","England","TR02267","Sherborne Area Schools Trust","16706","8130468","10059883","South West","Revised","Multi-academy trust","Included in MAT performance tables","445","22","78","z","7","16","138471;140898;147016","3","2","1","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02267","Sherborne Area Schools Trust","16706","8130468","10059883","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","545","22","78","z","7","17","138471;140898;147016;149657","4","3","1","0","0","0","4","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02276","The Thinking Schools Academy Trust","5049","7359755","10058356","South East","Revised","Multi-academy trust","Included in MAT performance tables","1462","28","72","z","18","11","136108;136313;136556;136594;137755;139714;146624;148369","8","5","3","0","0","0","8","2","1","5","z"
"202425","Academic year","MAT","E92000001","England","TR02276","The Thinking Schools Academy Trust","5049","7359755","10058356","South East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1854","28","72","z","15","12","136108;136313;136556;136594;137755;138863;139714;146624;148369;149899","10","7","3","0","0","0","10","2","1","5","z"
"202425","Academic year","MAT","E92000001","England","TR02302","Lincolnshire Gateway Academies Trust","5079","8085503","10059809","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","714","28","72","z","6","12","136192;136268;142392;144968","4","1","3","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02302","Lincolnshire Gateway Academies Trust","5079","8085503","10059809","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","778","29","71","z","6","15","136192;136268;142392;144968;150867","5","2","3","0","0","0","5","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02306","Nova Education Trust","5084","7635510","10055362","East Midlands","Revised","Multi-academy trust","Included in MAT performance tables","1532","29","71","z","14","12","135761;136878;138411;140984;141010;144489;144687;144768;146374","9","3","3","3","0","0","9","0","0","9","z"
"202425","Academic year","MAT","E92000001","England","TR02306","Nova Education Trust","5084","7635510","10055362","East Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1532","29","71","z","14","12","135761;136878;138411;140984;141010;144489;144687;144768;146374","9","3","3","3","0","0","9","0","0","9","z"
"202425","Academic year","MAT","E92000001","England","TR02316","Authentic Education Group Limited","2128","7977940","10059666","South West","Revised","Multi-academy trust","Included in MAT performance tables","672","37","63","z","11","22","136206;138385;139037;147214;147291","5","2","2","0","1","0","5","0","0","5","z"
"202425","Academic year","MAT","E92000001","England","TR02316","Authentic Education Group Limited","2128","7977940","10059666","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","672","37","63","z","11","22","136206;138385;139037;147214;147291","5","2","2","0","1","0","5","0","0","5","z"
"202425","Academic year","MAT","E92000001","England","TR02332","Tudor Grange Academies Trust","5128","7365748","10058359","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","1066","27","73","z","10","22","135913;136310;137161;140731;144479;146379","6","3","3","0","0","0","6","0","0","6","z"
"202425","Academic year","MAT","E92000001","England","TR02332","Tudor Grange Academies Trust","5128","7365748","10058359","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1066","27","73","z","10","22","135913;136310;137161;140731;144479;146379","6","3","3","0","0","0","6","0","0","6","z"
"202425","Academic year","MAT","E92000001","England","TR02337","Twyford Church Of England Academies Trust","5132","7648968","10058781","London","Revised","Multi-academy trust","Included in MAT performance tables","730","22","78","z","29","10","137546;139725;142654;145724","4","1","0","3","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02337","Twyford Church Of England Academies Trust","5132","7648968","10058781","London","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","730","22","78","z","29","10","137546;139725;142654;145724","4","1","0","3","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02342","Blackdown Education Partnership","5141","7338835","10058321","South West","Revised","Multi-academy trust","Included in MAT performance tables","589","23","77","z","7","18","136287;136295;144392","3","2","1","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02342","Blackdown Education Partnership","5141","7338835","10058321","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1130","19","81","z","9","16","136287;136295;136916;140416;144392;151057","6","4","2","0","0","0","6","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02343","United Learning Trust","5143","4439859","10037395","North West","Revised","Multi-academy trust","Included in MAT performance tables","7652","35","65","z","31","17","130912;131749;131895;131896;132727;134224;134814;134815;135071;135262;135296;135364;135365;135620;135621;135649;135760;135962;135966;136551;136636;136650;137782;138193;139258;139664;140007;140008;140265;140515;140679;140962;141617;142073;144356;144502;145034;145313;145372;146276;146793;147439;147467;148003;148393","45","9","33","2","0","1","45","0","2","43","z"
"202425","Academic year","MAT","E92000001","England","TR02343","United Learning Trust","5143","4439859","10037395","North West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","9126","34","66","z","29","18","130912;131749;131895;131896;132727;134224;134814;134815;135071;135262;135296;135364;135365;135620;135621;135649;135760;135962;135966;136551;136636;136650;137079;137087;137782;138193;138327;139258;139664;140007;140008;140265;140515;140679;140962;141617;142073;144356;144502;145034;145313;145372;146276;146793;147439;147467;148003;148393;149543;149632;150038;150453;150454;150691","54","15","36","2","0","1","54","0","2","43","z"
"202425","Academic year","MAT","E92000001","England","TR02362","Valley Invicta Academies Trust","5178","7559256","10058619","South East","Revised","Multi-academy trust","Included in MAT performance tables","849","18","82","z","13","13","136581;136582;143954;144716","4","2","1","1","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02362","Valley Invicta Academies Trust","5178","7559256","10058619","South East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","849","18","82","z","13","13","136581;136582;143954;144716","4","2","1","1","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02400","Washwood Heath Multi Academy Trust","5226","8531479","10060454","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","638","60","40","z","66","13","139888;141668;144306","3","1","2","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02400","Washwood Heath Multi Academy Trust","5226","8531479","10060454","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","638","60","40","z","66","13","139888;141668;144306","3","1","2","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02421","Futura Learning Partnership","5253","7746787","10059285","South West","Revised","Multi-academy trust","Included in MAT performance tables","661","23","77","z","5","15","137523;138204;141665;142127","4","2","1","0","1","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02421","Futura Learning Partnership","5253","7746787","10059285","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1072","21","79","z","7","15","137523;137884;138204;141665;142127;145677","6","4","1","0","1","0","6","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02426","East Midlands Education Trust","2987","7530373","10055367","East Midlands","Revised","Multi-academy trust","Included in MAT performance tables","1620","20","80","z","10","11","136628;137367;137628;138191;138641;138820;141259;142710;148299","9","9","0","0","0","0","9","2","1","6","z"
"202425","Academic year","MAT","E92000001","England","TR02426","East Midlands Education Trust","2987","7530373","10055367","East Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1620","20","80","z","10","11","136628;137367;137628;138191;138641;138820;141259;142710;148299","9","9","0","0","0","0","9","2","1","6","z"
"202425","Academic year","MAT","E92000001","England","TR02463","Weydon Multi Academy Trust","16644","7552535","10058582","South East","Revised","Multi-academy trust","Included in MAT performance tables","896","11","89","z","6","16","136531;137019;137314;144520","4","4","0","0","0","0","4","0","1","3","z"
"202425","Academic year","MAT","E92000001","England","TR02463","Weydon Multi Academy Trust","16644","7552535","10058582","South East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","896","11","89","z","6","16","136531;137019;137314;144520","4","4","0","0","0","0","4","0","1","3","z"
"202425","Academic year","MAT","E92000001","England","TR02468","The White Horse Federation","5315","8075785","10048061","South West","Revised","Multi-academy trust","Included in MAT performance tables","895","22","78","z","13","19","130247;137160;138630;146344;147872","5","3","1","1","0","0","5","0","0","5","z"
"202425","Academic year","MAT","E92000001","England","TR02468","The White Horse Federation","5315","8075785","10048061","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","895","22","78","z","13","19","130247;137160;138630;146344;147872","5","3","1","1","0","0","5","0","0","5","z"
"202425","Academic year","MAT","E92000001","England","TR02478","Wickersley Partnership Trust","5329","8833508","10060709","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","941","40","60","z","13","25","140553;140646;143545;145954;148547","5","2","3","0","0","0","5","0","1","4","z"
"202425","Academic year","MAT","E92000001","England","TR02478","Wickersley Partnership Trust","5329","8833508","10060709","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","941","40","60","z","13","25","140553;140646;143545;145954;148547","5","2","3","0","0","0","5","0","1","4","z"
"202425","Academic year","MAT","E92000001","England","TR02486","South West Essex Community Education Trust Limited","5634","7693309","10058998","East of England","Revised","Multi-academy trust","Included in MAT performance tables","572","24","76","z","13","16","137214;144094;147847","3","2","0","1","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02486","South West Essex Community Education Trust Limited","5634","7693309","10058998","East of England","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","572","24","76","z","13","16","137214;144094;147847","3","2","0","1","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02488","Cumbria Education Trust","15765","7698631","10059094","North West","Revised","Multi-academy trust","Included in MAT performance tables","510","26","74","z","2","17","137252;141499;146634","3","1","2","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02488","Cumbria Education Trust","15765","7698631","10059094","North West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","510","26","74","z","2","17","137252;141499;146634","3","1","2","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02497","Endeavour Mat","16655","7682332","10058938","South East","Revised","Multi-academy trust","Included in MAT performance tables","480","16","84","z","12","10","137227;137250;147059","3","2","0","1","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02497","Endeavour Mat","16655","7682332","10058938","South East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","480","16","84","z","12","10","137227;137250;147059","3","2","0","1","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02503","Windsor Academy Trust","5361","7523436","10058502","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","736","25","75","z","7","12","136618;137773;144988;146443","4","3","1","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02503","Windsor Academy Trust","5361","7523436","10058502","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1067","25","75","z","8","12","136618;137773;142277;142278;144988;145047;146443","7","6","1","0","0","0","7","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02518","Woodard Academies Trust","5385","6415729","10027236","South East","Revised","Multi-academy trust","Included in MAT performance tables","1042","28","72","z","16","21","135744;135745;136824;136923;139658;142174","6","0","5","1","0","0","6","0","0","6","z"
"202425","Academic year","MAT","E92000001","England","TR02518","Woodard Academies Trust","5385","6415729","10027236","South East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1042","28","72","z","16","21","135744;135745;136824;136923;139658;142174","6","0","5","1","0","0","6","0","0","6","z"
"202425","Academic year","MAT","E92000001","England","TR02551","Sapientia Education Trust","16336","7466353","10058443","East of England","Revised","Multi-academy trust","Included in MAT performance tables","892","23","77","z","8","19","135904;136481;137901;139572;140534;145776;146144","7","5","2","0","0","0","7","1","0","6","z"
"202425","Academic year","MAT","E92000001","England","TR02551","Sapientia Education Trust","16336","7466353","10058443","East of England","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1059","24","76","z","7","20","135904;136481;137901;138274;139572;140047;140534;145776;146144","9","5","2","2","0","0","9","1","0","6","z"
"202425","Academic year","MAT","E92000001","England","TR02552","Enrich Learning Trust","16674","7725111","10059209","East of England","Revised","Multi-academy trust","Included in MAT performance tables","731","18","82","z","7","17","137461;144018;144316;147505","4","3","1","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02552","Enrich Learning Trust","16674","7725111","10059209","East of England","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1093","18","82","z","8","16","137092;137461;139487;144018;144316;147505","6","5","1","0","0","0","6","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02562","Russell Education Trust","4421","7452885","10058425","London","Revised","Multi-academy trust","Included in MAT performance tables","791","19","81","z","12","21","136822;138239;139409;139410;141963","5","0","0","5","0","0","5","0","0","5","z"
"202425","Academic year","MAT","E92000001","England","TR02562","Russell Education Trust","4421","7452885","10058425","London","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","791","19","81","z","12","21","136822;138239;139409;139410;141963","5","0","0","5","0","0","5","0","0","5","z"
"202425","Academic year","MAT","E92000001","England","TR02564","Mercia Learning Trust","3899","8119703","10059864","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","578","26","74","z","26","14","138841;140821;145897","3","1","1","1","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02564","Mercia Learning Trust","3899","8119703","10059864","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","578","26","74","z","26","14","138841;140821;145897","3","1","1","1","0","0","3","0","0","3","z"
