"time_period","time_identifier","geographic_level","country_code","country_name","trust_id","trust_name","trust_uid","trust_companies_house_number","trust_ukprn","trust_leadregion","version","establishment_type_group","academy_eligibility","pupil_count","disadvantaged_pupil_percent","not_disadvantaged_pupil_percent","ks2_scaledscore_average","eal_pupil_percent","sen_pupil_percent","urns","school_count","converter_school_count","sponsored_school_count","free_school_count","studio_school_count","utc_school_count","disadvantaged_school_count","years3_school_count","years4_school_count","years5plus_school_count","progress8_banding"
"202425","Academic year","MAT","E92000001","England","TR02565","West Norfolk Academies Trust","5275","7546118","10058560","East of England","Revised","Multi-academy trust","Included in MAT performance tables","656","20","80","z","20","17","136515;140557;142396;143520","4","1","3","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02565","West Norfolk Academies Trust","5275","7546118","10058560","East of England","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","656","20","80","z","20","17","136515;140557;142396;143520","4","1","3","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02603","Truro  Penwith Academy Trust","5119","8880841","10060726","South West","Revised","Multi-academy trust","Included in MAT performance tables","261","22","78","z","2","16","140675;145211;146325","3","1","2","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02603","Truro  Penwith Academy Trust","5119","8880841","10060726","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","582","21","79","z","1","19","140675;143981;143993;145211;146325","5","3","2","0","0","0","5","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02674","Trinity Multi Academy Trust","5689","6897239","10058262","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","831","41","59","z","24","18","136094;144946;145579;148545","4","1","3","0","0","0","4","0","1","3","z"
"202425","Academic year","MAT","E92000001","England","TR02674","Trinity Multi Academy Trust","5689","6897239","10058262","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","831","41","59","z","24","18","136094;144946;145579;148545","4","1","3","0","0","0","4","0","1","3","z"
"202425","Academic year","MAT","E92000001","England","TR02695","Our Lady Of The Magnificat Multiacademy Company","4115","9064485","10060812","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","430","23","77","z","23","23","141063;143634;148362","3","3","0","0","0","0","3","0","2","1","z"
"202425","Academic year","MAT","E92000001","England","TR02695","Our Lady Of The Magnificat Multiacademy Company","4115","9064485","10060812","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","430","23","77","z","23","23","141063;143634;148362","3","3","0","0","0","0","3","0","2","1","z"
"202425","Academic year","MAT","E92000001","England","TR02700","White Rose Academies Trust","5316","7958615","10059613","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","715","50","50","z","29","17","135935;136826;139646","3","0","3","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02700","White Rose Academies Trust","5316","7958615","10059613","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","715","50","50","z","29","17","135935;136826;139646","3","0","3","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02713","The Shaw Education Trust","4499","9067175","10060817","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","1543","29","71","z","12","16","140154;142015;143435;143848;146087;146529;146635;148002;148097","9","6","3","0","0","0","9","0","2","7","z"
"202425","Academic year","MAT","E92000001","England","TR02713","The Shaw Education Trust","4499","9067175","10060817","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1543","29","71","z","12","16","140154;142015;143435;143848;146087;146529;146635;148002;148097","9","6","3","0","0","0","9","0","2","7","z"
"202425","Academic year","MAT","E92000001","England","TR02730","The Mead Educational Trust","15900","9079258","10055113","East Midlands","Revised","Multi-academy trust","Included in MAT performance tables","963","29","71","z","49","16","137540;141916;144629;147068","4","2","1","1","0","0","4","0","1","3","z"
"202425","Academic year","MAT","E92000001","England","TR02730","The Mead Educational Trust","15900","9079258","10055113","East Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","963","29","71","z","49","16","137540;141916;144629;147068","4","2","1","1","0","0","4","0","1","3","z"
"202425","Academic year","MAT","E92000001","England","TR02737","Invictus Education Trust","5519","9284368","10060890","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","986","27","73","z","9","17","141325;141342;141343;141570;143582;145593","6","3","3","0","0","0","6","0","0","6","z"
"202425","Academic year","MAT","E92000001","England","TR02737","Invictus Education Trust","5519","9284368","10060890","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","986","27","73","z","9","17","141325;141342;141343;141570;143582;145593","6","3","3","0","0","0","6","0","0","6","z"
"202425","Academic year","MAT","E92000001","England","TR02745","Greater Manchester Education Trust","3010","8913502","10060739","North West","Revised","Multi-academy trust","Included in MAT performance tables","975","53","47","z","61","18","141196;141264;143260;144494","4","2","2","0","0","0","4","1","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02745","Greater Manchester Education Trust","3010","8913502","10060739","North West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","975","53","47","z","61","18","141196;141264;143260;144494","4","2","2","0","0","0","4","1","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR02786","Activate Learning Education Trust","15710","8707909","10060613","South East","Revised","Multi-academy trust","Included in MAT performance tables","581","23","77","z","17","27","139268;141111;142024;145155;145945;146375","6","0","2","0","0","4","6","0","0","6","z"
"202425","Academic year","MAT","E92000001","England","TR02786","Activate Learning Education Trust","15710","8707909","10060613","South East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","581","23","77","z","17","27","139268;141111;142024;145155;145945;146375","6","0","2","0","0","4","6","0","0","6","z"
"202425","Academic year","MAT","E92000001","England","TR02980","Minerva Learning Trust","3921","9200332","10060869","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","939","26","74","z","7","21","141495;145191;145274;145455","4","3","1","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02980","Minerva Learning Trust","3921","9200332","10060869","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","939","26","74","z","7","21","141495;145191;145274;145455","4","3","1","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02982","Nicholas Postgate Catholic Academy Trust","4002","9203984","10060872","North East","Revised","Multi-academy trust","Included in MAT performance tables","659","35","65","z","9","15","140751;142273;142281;142382;147213","5","5","0","0","0","0","5","1","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR02982","Nicholas Postgate Catholic Academy Trust","4002","9203984","10060872","North East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","847","29","71","z","10","15","140751;142273;142281;142382;147213;149517","6","6","0","0","0","0","6","1","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR03123","Areté Learning Trust","5622","9471240","10060960","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","560","19","81","z","3","20","141930;145090;146969","3","2","1","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03123","Areté Learning Trust","5622","9471240","10060960","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","841","20","80","z","3","16","136728;141930;145090;146969;148377","5","4","1","0","0","0","5","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03145","Newham Community Learning","17039","9896221","10068263","London","Revised","Multi-academy trust","Included in MAT performance tables","829","52","48","z","71","13","142644;148224;148901;148902","4","3","1","0","0","0","4","2","1","1","z"
"202425","Academic year","MAT","E92000001","England","TR03145","Newham Community Learning","17039","9896221","10068263","London","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","829","52","48","z","71","13","142644;148224;148901;148902","4","3","1","0","0","0","4","2","1","1","z"
"202425","Academic year","MAT","E92000001","England","TR03200","Trusted Schools Alliance","5705","9617166","10060981","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","775","22","78","z","5","14","139455;142153;146146;146506;146509","5","5","0","0","0","0","5","3","0","2","z"
"202425","Academic year","MAT","E92000001","England","TR03200","Trusted Schools Alliance","5705","9617166","10060981","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","775","22","78","z","5","14","139455;142153;146146;146506;146509","5","5","0","0","0","0","5","3","0","2","z"
"202425","Academic year","MAT","E92000001","England","TR03359","Bishop Chadwick Catholic Education Trust","16013","9940352","10061060","North East","Revised","Multi-academy trust","Included in MAT performance tables","917","26","74","z","12","11","138054;139538;139878;142601;148304","5","5","0","0","0","0","5","0","1","4","z"
"202425","Academic year","MAT","E92000001","England","TR03359","Bishop Chadwick Catholic Education Trust","16013","9940352","10061060","North East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","917","26","74","z","12","11","138054;139538;139878;142601;148304","5","5","0","0","0","0","5","0","1","4","z"
"202425","Academic year","MAT","E92000001","England","TR03436","Astrea Academy Trust","16104","9791051","10061035","Yorkshire and the Humber","Revised","Multi-academy trust","Included in MAT performance tables","1539","30","70","z","15","15","136992;137305;137434;143907;145864;146369;146370;146501","8","4","3","1","0","0","8","0","0","8","z"
"202425","Academic year","MAT","E92000001","England","TR03436","Astrea Academy Trust","16104","9791051","10061035","Yorkshire and the Humber","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1539","30","70","z","15","15","136992;137305;137434;143907;145864;146369;146370;146501","8","4","3","1","0","0","8","0","0","8","z"
"202425","Academic year","MAT","E92000001","England","TR03446","Kings Group Academies","16043","9017776","10060788","South East","Revised","Multi-academy trust","Included in MAT performance tables","481","26","74","z","20","21","136876;144505;145892","3","2","0","1","0","0","3","0","1","2","z"
"202425","Academic year","MAT","E92000001","England","TR03446","Kings Group Academies","16043","9017776","10060788","South East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1223","27","73","z","12","23","136876;137791;144505;145892;149365;150871","6","4","1","1","0","0","6","0","1","2","z"
"202425","Academic year","MAT","E92000001","England","TR03451","Learning Without Limits Academy Trust","16379","10269535","10064327","East Midlands","Revised","Multi-academy trust","Included in MAT performance tables","650","38","62","z","40","13","137931;143247;143857","3","2","1","0","0","0","3","0","1","2","z"
"202425","Academic year","MAT","E92000001","England","TR03451","Learning Without Limits Academy Trust","16379","10269535","10064327","East Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","650","38","62","z","40","13","137931;143247;143857","3","2","1","0","0","0","3","0","1","2","z"
"202425","Academic year","MAT","E92000001","England","TR03468","Xavier Catholic Education Trust","16307","10236797","10057399","South East","Revised","Multi-academy trust","Included in MAT performance tables","728","7","93","z","13","20","143367;143369;147430","3","3","0","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03468","Xavier Catholic Education Trust","16307","10236797","10057399","South East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","728","7","93","z","13","20","143367;143369;147430","3","3","0","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03507","Mulberry Schools Trust","16669","10035860","10064234","London","Revised","Multi-academy trust","Included in MAT performance tables","630","58","42","z","47","16","137789;143629;144700;144756","4","3","0","0","0","1","4","1","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03507","Mulberry Schools Trust","16669","10035860","10064234","London","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","852","53","47","z","45","16","137745;137789;143629;144700;144756","5","4","0","0","0","1","5","1","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03523","Vision Academy Learning Trust","16169","10249712","10061188","North East","Revised","Multi-academy trust","Included in MAT performance tables","562","20","80","z","2","20","143063;147724;148335","3","1","2","0","0","0","3","0","1","2","z"
"202425","Academic year","MAT","E92000001","England","TR03523","Vision Academy Learning Trust","16169","10249712","10061188","North East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","785","21","79","z","4","19","139318;143063;147724;148335","4","2","2","0","0","0","4","0","1","2","z"
"202425","Academic year","MAT","E92000001","England","TR03530","Coast And Vale Learning Trust","16313","10265276","10064251","z","Revised","Multi-academy trust","Included in MAT performance tables","447","24","76","z","3","17","142884;143288;148602;149205","4","1","2","0","0","1","4","2","1","1","z"
"202425","Academic year","MAT","E92000001","England","TR03530","Coast And Vale Learning Trust","16313","10265276","10064251","z","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","447","24","76","z","3","17","142884;143288;148602;149205","4","1","2","0","0","1","4","2","1","1","z"
"202425","Academic year","MAT","E92000001","England","TR03549","Community Schools Trust","16390","10337377","10064174","London","Revised","Multi-academy trust","Included in MAT performance tables","725","51","49","z","49","13","141086;143274;145113;147653","4","1","1","1","0","1","4","1","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03549","Community Schools Trust","16390","10337377","10064174","London","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1084","53","47","z","46","18","131062;141086;143274;145113;147653;149901","6","2","2","1","0","1","6","1","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03589","Reach South Academy Trust","16503","10151730","10064245","South West","Revised","Multi-academy trust","Included in MAT performance tables","223","45","55","z","17","22","146386;146560;147905","3","0","0","2","0","1","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03589","Reach South Academy Trust","16503","10151730","10064245","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","275","44","56","z","17","26","146386;146560;147650;147905","4","0","0","3","0","1","4","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03597","South East Surrey Schools Education Trust","16540","10479401","10064268","South East","Revised","Multi-academy trust","Included in MAT performance tables","584","18","82","z","8","26","143901;143902;143903","3","3","0","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03597","South East Surrey Schools Education Trust","16540","10479401","10064268","South East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","584","18","82","z","8","26","143901;143902;143903","3","3","0","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03608","Stowe Valley Multi Academy Trust","16616","10445759","10064277","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","653","20","80","z","9","24","143905;145575;147432","3","2","1","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03608","Stowe Valley Multi Academy Trust","16616","10445759","10064277","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","653","20","80","z","9","24","143905;145575;147432","3","2","1","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03689","The Bishop Fraser Trust","16888","11005401","10067113","North West","Revised","Multi-academy trust","Included in MAT performance tables","801","25","75","z","11","14","144044;144046;145314;148866","4","4","0","0","0","0","4","1","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03689","The Bishop Fraser Trust","16888","11005401","10067113","North West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","801","25","75","z","11","14","144044;144046;145314;148866","4","4","0","0","0","0","4","1","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03704","Emmanuel Schools Foundation","16552","4464331","10064192","North East","Revised","Multi-academy trust","Included in MAT performance tables","893","36","64","z","8","17","134223;135007;135619;138567;147178","5","1","3","1","0","0","5","0","0","5","z"
"202425","Academic year","MAT","E92000001","England","TR03704","Emmanuel Schools Foundation","16552","4464331","10064192","North East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","893","36","64","z","8","17","134223;135007;135619;138567;147178","5","1","3","1","0","0","5","0","0","5","z"
"202425","Academic year","MAT","E92000001","England","TR03705","Dudley Academies Trust","16764","10897797","10066093","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","635","46","54","z","21","15","137390;137705;144657;144952","4","3","1","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR03705","Dudley Academies Trust","16764","10897797","10066093","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","635","46","54","z","21","15","137390;137705;144657;144952","4","3","1","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR03727","The Challenge Academy Trust","16682","10689247","10064284","North West","Revised","Multi-academy trust","Included in MAT performance tables","942","26","74","z","18","18","139196;141598;144799;145157;146765","5","2","3","0","0","0","5","0","0","5","z"
"202425","Academic year","MAT","E92000001","England","TR03727","The Challenge Academy Trust","16682","10689247","10064284","North West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1198","28","72","z","16","18","136141;139196;141598;144799;145157;146765","6","2","4","0","0","0","6","0","0","5","z"
"202425","Academic year","MAT","E92000001","England","TR03737","Learning Community Trust","16959","10846393","10067120","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","683","28","72","z","21","24","142821;144853;145707","3","2","1","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03737","Learning Community Trust","16959","10846393","10067120","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1124","30","70","z","19","22","142821;144853;145707;150363;150811","5","2","3","0","0","0","5","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03738","Dartmoor Multi Academy Trust","16913","11075564","10067101","South West","Revised","Multi-academy trust","Included in MAT performance tables","501","21","79","z","4","19","145336;145337;145343","3","3","0","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03738","Dartmoor Multi Academy Trust","16913","11075564","10067101","South West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","501","21","79","z","4","19","145336;145337;145343","3","3","0","0","0","0","3","0","0","3","z"
"202425","Academic year","MAT","E92000001","England","TR03794","Prospere Learning Trust","16846","10872612","10066112","North West","Revised","Multi-academy trust","Included in MAT performance tables","915","51","49","z","34","24","135874;139148;144755;145873","4","1","1","2","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR03794","Prospere Learning Trust","16846","10872612","10066112","North West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","915","51","49","z","34","24","135874;139148;144755;145873","4","1","1","2","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR03804","King Edward Vi Academy Trust Birmingham","16826","10654935","10065300","West Midlands","Revised","Multi-academy trust","Included in MAT performance tables","1688","36","64","z","24","11","136152;136592;137043;137044;137045;137046;137047;138937;143562;147440;148684","11","9","2","0","0","0","11","1","1","9","z"
"202425","Academic year","MAT","E92000001","England","TR03804","King Edward Vi Academy Trust Birmingham","16826","10654935","10065300","West Midlands","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","1859","36","64","z","23","12","136152;136592;137043;137044;137045;137046;137047;138937;143562;147440;148684;150320","12","10","2","0","0","0","12","1","1","9","z"
"202425","Academic year","MAT","E92000001","England","TR03809","Eden Learning Trust","17010","10980753","10067657","North East","Revised","Multi-academy trust","Included in MAT performance tables","605","38","62","z","3","19","138717;145253;147711;147894","4","3","1","0","0","0","4","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR03809","Eden Learning Trust","17010","10980753","10067657","North East","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","968","39","61","z","3","18","136770;137262;138717;145253;147711;147894","6","5","1","0","0","0","6","0","0","4","z"
"202425","Academic year","MAT","E92000001","England","TR03926","Emmaus Catholic Academy Trust","17428","12206105","10086423","North West","Revised","Multi-academy trust","Included in MAT performance tables","540","46","54","z","21","17","147942;148026;148389","3","0","3","0","0","0","3","0","2","1","z"
"202425","Academic year","MAT","E92000001","England","TR03926","Emmaus Catholic Academy Trust","17428","12206105","10086423","North West","Revised","Multi-academy trust","All mainstream KS4 academies in MAT","540","46","54","z","21","17","147942;148026;148389","3","0","3","0","0","0","3","0","2","1","z"
