URN,LAESTAB,School name,Type of education,School type,School open date,Sixth Form,Religious character,Religious ethos,Faith grouping,Inspectorate,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Total number of pupils,Inspection number of latest REIF standard inspection,Inspection type,Inspection type grouping,Inspection start date,Publication date,Safeguarding standards,Inclusion,Curriculum and teaching,Achievement,Attendance and behaviour,Personal development and wellbeing,Early years (where applicable),Post-16 provision (where applicable),Leadership and governance,Inspection number of latest OEIF standard inspection,Inspection type of latest OEIF standard inspection,Inspection type grouping of latest OEIF standard inspection,Inspection start date of latest OEIF standard inspection,Publication date of latest OEIF standard inspection,Latest OEIF overall effectiveness,Latest OEIF quality of education,Latest OEIF behaviour and attitudes,Latest OEIF personal development,Latest OEIF effectiveness of leadership and management,Latest OEIF safeguarding is effective?,Latest OEIF early years provision (where applicable),Latest OEIF sixth form provision (where applicable),Most recent standard inspection: School complies with registration agreement (GIAS)?,Most recent standard inspection: Overall compliance with ISS,Most recent standard inspection: Part 1 overall,Most recent standard inspection: Part 2 overall,Most recent standard inspection: Part 3 overall,Most recent standard inspection: Part 4 overall,Most recent standard inspection: Part 5 overall,Most recent standard inspection: Part 6 overall,Most recent standard inspection: Part 7 overall,Most recent standard inspection: Part 8 overall,Most recent progress monitoring: inspection number,Most recent progress monitoring: inspection type,Most recent progress monitoring: start date,Most recent progress monitoring: academic year,Most recent progress monitoring: publication date,Most recent progress monitoring: overall outcome,
135180,9386050,Springboard Education,Other Independent Special School,Independent special school,15/02/2007,Not applicable,None,None,Non-faith,Ofsted,South East,South East,West Sussex,East Worthing and Shoreham,BN15 8AN,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286134,Independent School standard inspection,Independent Standard Inspection,13/06/2023,16/07/2023,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135185,8556023,Brooke House Day School,Other Independent School,Other independent school,22/02/2007,Does not have a sixth form,None,None,Non-faith,Ofsted,East Midlands,East Midlands,Leicestershire,South Leicestershire,LE9 1SE,46,10427353,Independent School standard inspection,Independent standard inspection,10/02/2026,22/04/2026,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Not applicable,Expected standard,10299199,Independent School standard inspection,Independent Standard Inspection,13/02/2024,19/03/2024,3,3,2,2,3,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135187,8306034,Arnfield Independent School,Other Independent Special School,Independent special school,27/02/2007,Not applicable,None,None,Non-faith,Ofsted,East Midlands,East Midlands,Derbyshire,Stalybridge and Hyde,SK14 9EY,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10312795,Independent School standard inspection,Independent Standard Inspection,05/03/2024,18/04/2024,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135198,8866122,The Annex School House,Other Independent Special School,Independent special school,16/03/2007,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Kent,Sevenoaks,BR8 7PS,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342056,Independent School standard inspection,Independent Standard Inspection,08/10/2024,24/11/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135208,3306115,St Paul's School,Other Independent Special School,Independent special school,28/03/2007,Has a sixth form,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Birmingham,Birmingham Hall Green and Moseley,B12 8NJ,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342057,Independent School standard inspection,Independent Standard Inspection,15/10/2024,17/11/2024,3,3,3,2,3,Yes,NULL,3,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135217,8556026,Sketchley School,Other Independent Special School,Independent special school,04/04/2007,Not applicable,None,None,Non-faith,Ofsted,East Midlands,East Midlands,Leicestershire,Hinckley and Bosworth,LE10 3HT,74,10427354,Independent School standard inspection,Independent standard inspection,10/02/2026,20/04/2026,Not met,Needs attention,Needs attention,Needs attention,Needs attention,Expected standard,Not applicable,Needs attention,Urgent improvement,10254650,Independent School standard inspection,Independent Standard Inspection,07/02/2023,28/03/2023,2,2,2,2,2,Yes,NULL,2,Y,Did not meet all standards,Not met,Met,Not met,Met,Met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
135219,8886097,Rawdhatul Uloom,Other Independent School,Independent faith school,03/04/2007,Does not have a sixth form,None,Muslim,Muslim,Ofsted,North West,North West,Lancashire,Burnley,BB10 1LU,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10254651,Independent School standard inspection,Independent Standard Inspection,24/01/2023,16/03/2023,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135240,8506088,Fair Ways School,Other Independent Special School,Independent special school,18/04/2007,Has a sixth form,None,None,Non-faith,Ofsted,South East,South East,Hampshire,Hamble Valley,SO31 7HE,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342058,Independent School standard inspection,Independent Standard Inspection,05/11/2024,01/12/2024,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135247,8136005,Hestia School,Other Independent Special School,Independent special school,30/04/2007,Not applicable,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,North Lincolnshire,Brigg and Immingham,DN20 8EF,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374855,Independent School standard inspection,Independent Standard Inspection,11/02/2025,29/04/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135252,9356086,Broadlands Hall,Other Independent Special School,Independent special school,01/05/2007,Not applicable,None,None,Non-faith,Ofsted,East of England,East of England,Suffolk,West Suffolk,CB9 7UA,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342059,Independent School standard inspection,Independent Standard Inspection,22/10/2024,27/11/2024,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135259,8606105,Mortimer House School,Other Independent Special School,Independent special school,02/05/2007,Not applicable,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Staffordshire,Tamworth,B79 7HS,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10254653,Independent School standard inspection,Independent Standard Inspection,26/04/2023,14/06/2023,2,2,2,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135277,2126411,L'Ecole de Battersea,Other Independent School,Other independent school,31/05/2007,Does not have a sixth form,None,None,Non-faith,Ofsted,London,London,Wandsworth,Battersea,SW11 3DS,276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391741,Independent School standard inspection,Independent Standard Inspection,16/09/2025,20/10/2025,1,1,1,1,1,Yes,1,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135292,8156098,Stonegate School,Other Independent Special School,Independent special school,20/06/2007,Not applicable,None,Does not apply,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,North Yorkshire,Skipton and Ripon,LA2 7BX,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391742,Independent School standard inspection,Independent Standard Inspection,16/09/2025,14/10/2025,2,2,2,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135366,8916031,Colston Bassett School Limited,Other Independent School,Other independent school,06/08/2007,Does not have a sixth form,None,None,Non-faith,Ofsted,East Midlands,East Midlands,Nottinghamshire,Rushcliffe,NG12 3FD,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299200,Independent School standard inspection,Independent Standard Inspection,06/12/2023,18/01/2024,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135380,8736044,Shelldene House School,Other Independent Special School,Independent special school,16/08/2007,Not applicable,None,None,Non-faith,Ofsted,East of England,East of England,Cambridgeshire,North East Cambridgeshire,PE14 0HJ,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342060,Independent School standard inspection,Independent Standard Inspection,04/02/2025,18/03/2025,2,2,2,1,2,Yes,NULL,0,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135390,8566020,Al-Islamia Institute for Education,Other Independent School,Independent faith school,01/09/2007,Does not have a sixth form,None,Muslim,Muslim,Ofsted,East Midlands,East Midlands,Leicester,Leicester South,LE2 0SA,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342061,Independent School standard inspection,Independent Standard Inspection,08/04/2025,15/05/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135393,8916032,Hope House School,Other Independent Special School,Independent special school,30/08/2007,Not applicable,None,None,Non-faith,Ofsted,East Midlands,East Midlands,Nottinghamshire,Newark,NG24 3NE,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299201,Independent School standard inspection,Independent Standard Inspection,14/05/2024,24/06/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135405,9086096,Taliesin Education Ltd,Other Independent Special School,Independent special school,06/09/2007,Not applicable,None,None,Non-faith,Ofsted,South West,South West,Cornwall,South East Cornwall,PL14 4DA,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374875,Independent School standard inspection,Independent Standard Inspection,10/06/2025,17/07/2025,4,4,3,3,4,Yes,NULL,NULL,N,Did not meet all standards,Not met,Met,Met,Met,Met,Met,Met,Not met,10429112,Independent school Progress Monitoring inspection,10/02/2026,2025/26,01/04/2026,Met all standards that were checked,
135407,9366590,Papillon House,Other Independent Special School,Independent special school,10/09/2007,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Surrey,Reigate,KT20 7PA,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391743,Independent School standard inspection,Independent Standard Inspection,16/09/2025,10/11/2025,2,2,1,1,1,Yes,NULL,1,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135410,9426056,Kirby Moor School,Other Independent Special School,Independent special school,14/09/2007,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Cumberland,Carlisle,CA8 2AB,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342062,Independent School standard inspection,Independent Standard Inspection,08/10/2024,25/11/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135419,9366592,Unsted Park School,Other Independent Special School,Independent special school,20/09/2007,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Surrey,Godalming and Ash,GU7 1UW,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391744,Independent School standard inspection,Independent Standard Inspection,23/09/2025,22/10/2025,2,2,1,1,2,Yes,NULL,1,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135422,3306121,Future First Independent School,Other Independent School,Other independent school,27/09/2007,Has a sixth form,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Birmingham,Birmingham Ladywood,B18 7RL,0,10267641,Independent School standard inspection,Independent standard inspection,02/02/2026,24/03/2026,Met,Needs attention,Needs attention,Needs attention,Expected standard,Needs attention,Not applicable,Insufficient evidence,Needs attention,10212794,Independent School standard inspection,Independent Standard Inspection,08/03/2022,25/05/2022,4,4,4,4,4,No,NULL,0,Y,Did not meet all standards,Not met,Met,Met,Met,Met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
135424,8056002,Cambian Hartlepool School,Other Independent Special School,Independent special school,28/09/2007,Not applicable,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",North East,Hartlepool,Hartlepool,TS25 1NN,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374856,Independent School standard inspection,Independent Standard Inspection,23/09/2025,22/10/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135438,8866123,Hope View School,Other Independent Special School,Independent special school,24/10/2007,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Kent,Weald of Kent,CT4 8EG,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286416,Independent School standard inspection,Independent Standard Inspection,26/09/2023,15/11/2023,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135453,3346010,The Island Project School,Other Independent Special School,Independent special school,14/11/2007,Not applicable,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Solihull,Solihull West and Shirley,B90 4DX,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299202,Independent School standard inspection,Independent Standard Inspection,23/01/2024,28/02/2024,2,2,2,2,2,Yes,NULL,0,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135483,3356013,Abu Bakr Boys School,Other Independent School,Independent faith school,01/01/2008,Does not have a sixth form,None,Islam,Muslim,Ofsted,West Midlands,West Midlands,Walsall,Walsall and Bloxwich,WS1 4JJ,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10284425,Independent School standard inspection,Independent Standard Inspection,27/02/2024,17/04/2024,3,3,2,2,3,Yes,NULL,NULL,N,Did not meet all standards,Not met,Met,Met,Met,Met,Met,Met,Not met,10357179,Independent school Progress Monitoring inspection,01/10/2024,2024/25,10/11/2024,Met all standards that were checked,
135493,3076339,Insights Independent School,Other Independent Special School,Independent special school,16/01/2008,Not applicable,None,None,Non-faith,Ofsted,London,London,Ealing,Ealing Southall,W13 0NP,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10254654,Independent School standard inspection,Independent Standard Inspection,24/01/2023,15/03/2023,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135510,8866126,Compass Community School Coastal Park,Other Independent Special School,Independent special school,22/02/2008,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Kent,Folkestone and Hythe,CT19 5AX,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391745,Independent School standard inspection,Independent Standard Inspection,23/09/2025,12/11/2025,2,2,2,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135511,8936107,The Henslow and Evolution School,Other Independent Special School,Independent special school,03/03/2008,Has a sixth form,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Shropshire,Shrewsbury,SY21 8FF,32,10427358,Independent School standard inspection,Independent standard inspection,10/02/2026,26/03/2026,Met,Exceptional,Expected standard,Strong standard,Strong standard,Strong standard,Not applicable,Not applicable,Strong standard,10254655,Independent School standard inspection,Independent Standard Inspection,10/01/2023,13/02/2023,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135526,3566031,Penarth Group School,Other Independent School,Other independent school,11/03/2008,Has a sixth form,None,None,Non-faith,Ofsted,North West,North West,Stockport,Stockport,SK5 7JG,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267642,Independent School standard inspection,Independent Standard Inspection,25/04/2023,07/07/2023,2,2,2,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135541,8886104,Cumberland School,Other Independent Special School,Independent special school,07/04/2008,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Lancashire,Chorley,BL6 7RX,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10375132,Independent School standard inspection,Independent Standard Inspection,15/07/2025,16/09/2025,3,3,2,2,3,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135543,8886041,Aurora Keyes Barn School,Other Independent Special School,Independent special school,11/04/2008,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Lancashire,Fylde,PR4 0YH,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267643,Independent School standard inspection,Independent Standard Inspection,03/05/2023,26/06/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135555,9426097,Progress Schools - Carlisle,Other Independent Special School,Independent special school,22/04/2008,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Cumberland,Carlisle,CA1 1EJ,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10361094,Independent School standard inspection,Independent Standard Inspection,04/03/2025,01/04/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135557,3596009,Cambian Tyldesley School,Other Independent Special School,Independent special school,23/04/2008,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Wigan,Leigh and Atherton,M29 8BS,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342063,Independent School standard inspection,Independent Standard Inspection,28/01/2025,30/04/2025,3,3,2,2,3,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135561,3306128,Flexible Learning School,Other Independent School,Other independent school,25/04/2008,Does not have a sixth form,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Birmingham,Birmingham Ladywood,B18 5QB,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374904,Independent School standard inspection,Independent Standard Inspection,13/05/2025,01/07/2025,2,2,2,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135576,8876130,Blue Skies School,Other Independent Special School,Independent special school,15/05/2008,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Medway,Chatham and Aylesford,ME4 6DQ,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286135,Independent School standard inspection,Independent Standard Inspection,26/09/2023,05/11/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135596,9196261,Stanborough Primary School,Other Independent School,Independent faith school,03/12/1957,Does not have a sixth form,None,Seventh Day Adventist,Christian,Ofsted,East of England,East of England,Hertfordshire,Watford,WD25 0DQ,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299203,Independent School standard inspection,Independent Standard Inspection,03/07/2024,10/09/2024,2,2,1,1,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135604,8256040,Progress Schools - Buckinghamshire,Other Independent Special School,Independent special school,23/06/2008,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Buckinghamshire,Wycombe,HP12 4JG,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342064,Independent School standard inspection,Independent Standard Inspection,23/04/2025,20/05/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135608,3336129,Aspire AP School 2,Other Independent School,Independent faith school,25/06/2008,Does not have a sixth form,None,Christian,Christian,Ofsted,West Midlands,West Midlands,Sandwell,Birmingham Erdington,B66 3ND,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342065,Independent School standard inspection,Independent Standard Inspection,03/12/2024,13/01/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135616,2076408,Snowflake School,Other Independent Special School,Independent special school,08/07/2008,Not applicable,None,None,Non-faith,Ofsted,London,London,Kensington and Chelsea,Ealing Central and Acton,W3 8SB,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267645,Independent School standard inspection,Independent Standard Inspection,16/05/2023,11/07/2023,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135623,8866132,Fairlight Glen Independent Special School,Other Independent Special School,Independent special school,09/07/2008,Has a sixth form,None,None,Non-faith,Ofsted,South East,South East,Kent,Herne Bay and Sandwich,CT6 5QQ,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267646,Independent School standard inspection,Independent Standard Inspection,18/07/2023,27/09/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
