LSOA code,Price Mar 2023
E01015216,"220,000"
E01015217,"150,000"
E01015218,"277,500"
E01015219,"161,500"
E01015220,"330,500"
E01015221,"275,000"
E01015222,"363,000"
E01015223,"300,000"
E01015224,"307,000"
E01015225,"235,000"
E01015226,"370,000"
E01015227,"327,164"
E01015228,"164,000"
E01015229,"203,000"
E01015230,"375,000"
E01015231,"149,950"
E01015232,"135,000"
E01015233,"155,000"
E01015234,"220,000"
E01015235,"235,000"
E01015236,"325,000"
E01015237,"238,125"
E01015238,"255,000"
E01015239,"208,000"
E01015240,"180,500"
E01015241,"213,000"
E01015242,"230,000"
E01015243,"233,250"
E01015244,"330,000"
E01015245,"336,000"
E01015246,"295,000"
E01015247,"282,475"
E01015248,"245,000"
E01015249,"270,000"
E01015250,"235,000"
E01015251,"420,000"
E01015252,"230,000"
E01015253,"260,000"
E01015254,"307,475"
E01015255,"169,500"
E01015256,"120,500"
E01015257,"180,000"
E01015258,"225,000"
E01015259,"224,000"
E01015260,"130,000"
E01015261,"153,000"
E01015262,"230,000"
E01015263,"185,000"
E01015264,"330,000"
E01015265,"356,500"
E01015266,"235,000"
E01015267,"299,000"
E01015268,"268,750"
E01015269,"208,750"
E01015270,"197,000"
E01015271,"329,500"
E01015471,"295,500"
E01015472,"302,000"
E01015473,"475,000"
E01015474,"403,750"
E01015475,"219,000"
E01015476,"190,000"
E01015477,"215,000"
E01015478,"231,000"
E01015479,"263,250"
E01015480,"210,000"
E01015481,"275,000"
E01015482,"301,500"
E01015483,"288,750"
E01015484,"290,000"
E01015485,"225,500"
E01015486,"296,000"
E01015487,"293,750"
E01015488,"262,000"
E01015489,"276,000"
E01015490,"283,750"
E01015491,"222,500"
E01015492,"242,000"
E01015493,"235,000"
E01015494,"190,000"
E01015496,"240,250"
E01015497,"285,000"
E01015498,"241,000"
E01015499,"360,000"
E01015500,"235,000"
E01015501,"325,000"
E01015502,"232,000"
E01015503,"236,000"
E01015504,"336,000"
E01015505,"227,550"
E01015506,"232,500"
E01015507,:
E01015508,"248,000"
E01015509,"225,250"
E01015510,"220,000"
E01015511,"231,000"
E01015512,"358,000"
E01015513,"238,000"
E01015514,"325,000"
E01015515,"277,500"
E01015516,"305,000"
E01015517,"285,000"
E01015518,"315,500"
E01015519,"280,000"
E01015520,"335,000"
E01015521,"385,000"
E01015522,"253,500"
E01015523,"384,000"
E01015524,"233,000"
E01015525,"280,000"
E01015526,"255,525"
E01015527,"270,000"
E01015528,"233,000"
E01015529,"305,000"
E01015530,"250,750"
E01015532,"305,000"
E01015533,"391,500"
E01015534,"275,000"
E01015535,"320,000"
E01015536,"312,000"
E01015537,"250,000"
E01015538,"228,500"
E01015539,"237,500"
E01015540,"240,000"
E01015541,"228,500"
E01015542,"230,000"
E01015543,"256,000"
E01015544,"210,750"
E01015545,"182,500"
E01015546,"162,500"
E01015547,"425,000"
E01015548,"485,000"
E01015549,"322,500"
E01015550,"276,000"
E01015551,"308,000"
E01015552,"277,500"
E01015553,"237,000"
E01015554,"388,500"
E01015555,"283,000"
E01015556,"245,000"
E01015557,"358,500"
E01015558,:
E01015559,"311,000"
E01015560,"303,500"
E01015561,"232,000"
E01015562,"296,500"
E01015563,"351,500"
E01015564,"301,000"
E01015565,"281,250"
E01015566,"230,000"
E01015567,"269,000"
E01015568,"222,000"
E01015569,"230,000"
E01015570,"179,750"
E01015571,"275,000"
E01015572,"190,000"
E01015573,"210,000"
E01015574,"330,000"
E01015575,:
E01015576,"320,000"
E01015578,"182,000"
E01015579,"235,000"
E01015580,"299,000"
E01015581,"310,000"
E01015582,"238,000"
E01015583,"380,000"
E01015584,"321,250"
E01015585,"330,000"
E01015586,"305,000"
E01015587,"262,500"
E01015588,"385,000"
E01032700,"300,000"
E01032701,"158,000"
E01032702,"215,000"
E01032703,"299,000"
E01032704,"286,000"
E01032705,"294,000"
E01032706,"155,000"
E01032707,"398,500"
E01032708,"163,000"
E01032709,"227,500"
E01032710,"265,000"
E01032711,"205,000"
E01032712,"227,500"
E01032713,"301,000"
E01032714,"183,000"
E01032715,"195,000"
E01032716,"222,500"
E01015589,"435,000"
E01015590,"595,000"
E01015591,"215,000"
E01015592,"185,000"
E01015593,"196,250"
E01015594,"189,000"
E01015595,"197,500"
E01015596,"183,400"
E01015597,"204,999"
E01015598,"348,000"
E01015599,"118,000"
E01015600,"118,500"
E01015601,"215,000"
E01015602,"146,000"
E01015603,"170,000"
E01015604,"145,000"
E01015605,"240,000"
E01015606,"192,500"
E01015607,"190,000"
E01015608,"250,000"
E01015609,:
E01015610,"202,500"
E01015611,"153,500"
E01015612,"175,000"
E01015613,"190,000"
E01015614,"210,000"
E01015615,"237,500"
E01015616,"200,000"
E01015617,"255,000"
E01015618,"240,000"
E01015619,"225,000"
E01015620,"251,250"
E01015621,"230,000"
E01015622,"189,000"
E01015623,"180,000"
E01015624,"210,000"
E01015626,"183,750"
E01015627,"375,000"
E01015628,"298,000"
E01015629,"305,000"
E01015630,"275,000"
E01015631,"330,000"
E01015632,"197,500"
E01015633,"220,000"
E01015634,"200,000"
E01015635,"418,500"
E01015636,"525,000"
E01015637,"175,000"
E01015638,"421,500"
E01015639,"175,000"
E01015640,"225,000"
E01015641,"186,000"
E01015642,:
E01015643,"177,250"
E01015644,"255,000"
E01015645,"227,500"
E01015646,"375,000"
E01015647,"105,000"
E01015648,"386,500"
E01015650,"270,000"
E01015651,"254,643"
E01015652,"220,000"
E01015653,"286,000"
E01015654,"185,000"
E01015655,"195,000"
E01015656,"208,000"
E01015657,"201,000"
E01015658,"168,000"
E01015659,"233,750"
E01015660,"219,000"
E01015661,"192,500"
E01015662,"182,500"
E01015663,"153,500"
E01015664,"180,000"
E01015665,"235,000"
E01015666,"236,500"
E01015667,"188,750"
E01015668,"207,500"
E01015669,"218,000"
E01015670,"250,000"
E01015671,"260,000"
E01015672,"258,500"
E01015673,"243,500"
E01015674,"215,000"
E01015675,"270,000"
E01015676,"203,000"
E01015677,"178,375"
E01015678,"223,500"
E01015679,"188,500"
E01015680,"215,000"
E01015681,"297,500"
E01015682,"200,100"
E01015683,"260,000"
E01015684,"307,000"
E01015685,"285,000"
E01015686,"289,000"
E01015687,"355,000"
E01015688,"300,000"
E01015689,"392,500"
E01015690,"414,500"
E01015691,"284,000"
E01015692,"186,000"
E01033173,"280,000"
E01033174,"205,000"
E01033175,"315,000"
E01033176,"280,000"
E01033177,"276,500"
E01033178,"287,950"
E01033179,"265,000"
E01033180,"240,000"
E01033181,"195,000"
E01033182,"182,500"
E01015693,"495,000"
E01015694,"487,500"
E01015695,"460,000"
E01015696,"360,000"
E01015697,"355,000"
E01015698,:
E01015699,"205,000"
E01015700,"295,000"
E01015701,"275,000"
E01015702,"277,000"
E01015703,"306,500"
E01015704,"232,500"
E01015705,"161,500"
E01015706,"332,500"
E01015707,"360,000"
E01015708,"412,250"
E01015709,"312,000"
E01015710,"307,500"
E01015711,"305,000"
E01015712,"380,000"
E01015713,"375,000"
E01015714,"355,000"
E01015715,"320,000"
E01015716,"235,000"
E01015717,"280,000"
E01015718,"355,500"
E01015719,"297,000"
E01015720,"296,000"
E01015721,"340,000"
E01015722,"297,500"
E01015723,"293,000"
E01015724,"268,000"
E01015725,"220,000"
E01015726,"317,500"
E01015727,:
E01015728,"300,000"
E01015729,"261,500"
E01015730,"217,500"
E01015731,"257,500"
E01015732,"310,000"
E01015733,"327,500"
E01015734,"311,500"
E01015735,"180,000"
E01015736,"310,000"
E01015737,"325,000"
E01015738,"283,750"
E01015739,"200,000"
E01015740,"367,500"
E01015741,"245,000"
E01015742,"251,000"
E01015743,"177,500"
E01015744,"290,000"
E01015745,"432,500"
E01015746,"327,500"
E01015747,"480,000"
E01015748,"310,500"
E01015749,"207,500"
E01015750,"286,250"
E01015751,"277,500"
E01015752,"325,000"
E01015753,"325,500"
E01015754,"317,500"
E01015755,"355,000"
E01015756,"256,500"
E01015757,"301,750"
E01015758,"294,000"
E01015759,"300,000"
E01015760,"297,500"
E01015761,"282,000"
E01015762,"320,000"
E01015763,"325,000"
E01015764,"380,000"
E01015765,"320,000"
E01015766,"302,000"
E01015767,"315,000"
E01015768,"340,000"
E01015769,"295,000"
E01015770,"350,000"
E01015771,"258,000"
E01015772,"275,000"
E01015773,"260,000"
E01015774,"255,000"
E01015775,"360,000"
E01015776,"331,250"
E01015777,"305,000"
E01015778,"321,000"
E01015779,"315,000"
E01015780,"330,000"
E01015781,"380,000"
E01015782,"314,950"
E01015783,"280,000"
E01015784,"300,000"
E01015785,"215,000"
E01015786,"343,000"
E01015787,"270,000"
E01015788,:
E01015789,:
E01015790,"352,500"
E01015791,"194,750"
E01015792,"207,000"
E01015793,"381,000"
E01015794,"145,500"
E01015795,"143,000"
E01015796,"374,500"
E01015797,"372,500"
E01015798,"272,500"
E01015799,"346,000"
E01015800,"305,000"
E01015801,"277,000"
E01015802,"310,000"
E01015803,"350,000"
E01015804,"275,000"
E01015805,"332,500"
E01015806,"330,000"
E01015807,"300,000"
E01015808,"310,000"
E01015809,"345,000"
E01015810,"395,000"
E01015811,"331,500"
E01015812,"317,500"
E01015813,"236,000"
E01015814,"412,500"
E01015815,"532,500"
E01015816,"385,000"
E01015817,"465,000"
E01015818,"350,000"
E01015819,"360,000"
E01015820,"270,000"
E01015821,"467,500"
E01015822,"566,500"
E01015823,"460,000"
E01015824,"324,000"
E01015825,"417,850"
E01015826,"417,500"
E01015827,"772,500"
E01015828,"198,000"
E01015829,"530,000"
E01015830,"787,500"
E01015831,"244,000"
E01015832,"237,500"
E01015833,"390,000"
E01015834,"367,498"
E01015835,"330,000"
E01015836,"354,000"
E01015837,"337,500"
E01015838,"420,000"
E01015839,"246,000"
E01015840,"222,000"
E01015841,"220,000"
E01015842,:
E01015843,"273,000"
E01015844,"225,000"
E01015845,"495,000"
E01015846,"395,000"
E01015847,"303,000"
E01015848,"347,000"
E01015849,"307,500"
E01015850,"522,500"
E01015851,"247,500"
E01015852,"200,000"
E01015853,"244,000"
E01015854,"224,000"
E01015855,"189,995"
E01015856,"350,000"
E01015857,"520,000"
E01015858,"499,999"
E01015859,"387,500"
E01015860,"435,000"
E01015861,"275,000"
E01015862,"350,000"
E01015863,"369,000"
E01015864,"360,000"
E01015865,"321,500"
E01015866,"375,000"
E01015867,"315,000"
E01015868,"340,000"
E01015869,"331,300"
E01015870,"347,000"
E01015871,"350,000"
E01015872,"318,500"
E01015873,"315,500"
E01015874,"255,000"
E01015875,"220,000"
E01015876,"490,000"
E01015877,"330,250"
E01015878,"247,500"
E01015879,"285,000"
E01015880,"288,000"
E01015881,"430,000"
E01015882,"240,000"
E01015883,"535,000"
E01015884,"282,000"
E01015885,"682,500"
E01015886,"282,500"
E01015887,"338,500"
E01015888,"466,000"
E01015889,"587,500"
E01015890,"378,000"
E01015891,"325,000"
E01015892,"462,500"
E01015893,"690,000"
E01015894,"500,000"
E01015895,"210,000"
E01015896,"202,000"
E01015897,"260,000"
E01015898,"225,000"
E01015899,"260,000"
E01015900,"287,000"
E01015901,"221,250"
E01015902,"230,000"
E01015903,"290,000"
E01015904,"339,000"
E01015905,"295,000"
E01015906,"330,000"
E01015907,"314,000"
E01015908,"830,000"
E01015909,"372,500"
E01015910,"650,000"
E01015911,"687,500"
E01015912,"575,000"
E01015913,"566,250"
E01015914,"705,000"
E01015915,"435,000"
E01015916,"320,000"
E01015917,"317,500"
E01015918,"271,000"
E01015919,"375,000"
E01015920,"472,000"
E01015921,"306,000"
E01015922,:
E01015923,"358,500"
E01015924,"381,000"
E01015925,"420,000"
E01015926,"365,000"
E01015927,"350,000"
E01015928,"371,500"
E01015929,"350,000"
E01015930,"365,000"
E01015931,"175,000"
E01015932,"337,500"
E01015933,"340,000"
E01015934,"303,750"
E01015935,"357,500"
E01015936,"363,500"
E01015937,"367,500"
E01015938,"375,000"
E01015939,"347,500"
E01015941,"365,000"
E01015942,"264,000"
E01015943,"458,500"
E01015944,"398,000"
E01015945,"390,000"
E01015946,"348,000"
E01015947,"340,000"
E01015948,"337,500"
E01015949,"340,000"
E01015950,"355,000"
E01015951,"262,000"
E01015952,"272,500"
E01015953,"220,000"
E01015954,"236,500"
E01015955,"315,250"
E01015956,"290,000"
E01015957,"345,000"
E01015958,"380,000"
E01015959,"335,000"
E01015960,"550,000"
E01015961,"349,000"
E01015962,"292,000"
E01015963,"379,000"
E01015964,"450,000"
E01015965,"445,000"
E01015966,"440,000"
E01015967,"357,500"
E01015968,"353,750"
E01015969,"338,000"
E01015970,"430,000"
E01015971,"294,000"
E01015972,"372,000"
E01015973,"297,500"
E01015974,"495,000"
E01015975,"330,000"
E01015976,"357,000"
E01015977,"457,000"
E01015978,"743,750"
E01015979,"435,000"
E01015980,"485,000"
E01015982,"370,000"
E01015983,"380,000"
E01015984,"374,000"
E01015985,"362,500"
E01015986,"325,000"
E01015987,"345,000"
E01015988,"330,500"
E01015989,"280,000"
E01015990,"392,500"
E01015991,"400,000"
E01015992,"362,000"
E01015993,"420,500"
E01015994,"428,750"
E01015995,"485,000"
E01015996,"420,000"
E01015997,"384,000"
E01015998,"370,000"
E01015999,"362,500"
E01016000,"370,000"
E01016001,"344,500"
E01016002,"375,000"
E01016003,"205,000"
E01016004,"325,000"
E01016005,"335,000"
E01016006,"295,000"
E01016007,"312,500"
E01016008,"301,750"
E01016009,"302,500"
E01016010,"308,500"
E01016011,"180,000"
E01016012,"241,500"
E01016013,"235,000"
E01016014,"236,250"
E01016015,"300,000"
E01033610,"380,000"
E01033611,"255,000"
E01033612,"261,750"
E01033613,"359,000"
E01033614,"424,000"
E01016016,"242,750"
E01016017,"230,000"
E01016018,"220,000"
E01016019,"241,000"
E01016020,"285,000"
E01016021,"235,000"
E01016022,"265,000"
E01016023,"267,500"
E01016024,"230,000"
E01016025,"280,000"
E01016026,"386,250"
E01016027,"515,000"
E01016028,"360,000"
E01016029,"317,500"
E01016030,"307,000"
E01016031,"195,000"
E01016032,:
E01016033,"267,500"
E01016034,"250,000"
E01016035,"240,500"
E01016036,"220,000"
E01016037,"247,500"
E01016038,"270,000"
E01016039,"236,000"
E01016040,"280,000"
E01016041,"233,500"
E01016042,"270,000"
E01016043,"292,810"
E01016044,"249,375"
E01016045,"256,250"
E01016046,"230,250"
E01016047,"268,000"
E01016048,"246,250"
E01016049,"230,000"
E01016050,"395,000"
E01016051,"455,000"
E01016052,"588,000"
E01016053,"460,000"
E01016054,"435,000"
E01016055,"300,000"
E01016056,"285,000"
E01016057,"296,000"
E01016058,"317,000"
E01016059,"283,000"
E01016060,"315,000"
E01016061,"230,000"
E01016062,"267,500"
E01016063,"227,500"
E01016064,"220,000"
E01016065,"262,500"
E01016066,"293,995"
E01016067,"303,000"
E01016068,"300,000"
E01016069,"230,000"
E01016070,"330,000"
E01016071,"250,000"
E01016072,"305,000"
E01016073,"432,000"
E01016074,"337,500"
E01016075,"337,500"
E01016076,"367,000"
E01016077,"243,000"
E01016078,"252,500"
E01016079,"280,000"
E01016080,"291,000"
E01016081,"335,000"
E01016082,"317,500"
E01016083,"153,750"
E01016084,"275,000"
E01016085,"417,500"
E01016086,"575,000"
E01016087,"350,000"
E01016088,"367,000"
E01016089,"371,250"
E01016090,"385,500"
E01016091,"480,000"
E01016092,"373,250"
E01016093,"404,000"
E01016094,"328,000"
E01016095,"330,000"
E01016096,"342,500"
E01016097,"280,000"
E01016098,"251,000"
E01016099,"290,000"
E01016100,"311,750"
E01016101,"280,000"
E01016102,"292,500"
E01016103,"348,000"
E01016104,"305,000"
E01016105,"315,000"
E01016106,"285,000"
E01016107,"350,000"
E01016110,"217,500"
E01016111,"107,750"
E01016112,"392,000"
E01016113,"310,000"
E01016114,"288,000"
E01016115,"300,000"
E01016116,"300,000"
E01016117,"245,000"
E01016118,"270,000"
E01016119,"485,000"
E01016120,"287,500"
E01016121,"341,000"
E01016122,"310,000"
E01016123,"285,000"
E01016124,"347,500"
E01016125,"268,000"
E01016126,"390,000"
E01016127,"278,000"
E01016128,"315,000"
E01016129,"228,000"
E01016130,"395,000"
E01016131,"457,500"
E01016132,"355,000"
E01016133,"381,750"
E01016134,"430,000"
E01016135,"295,000"
E01016136,"246,000"
E01016137,"270,000"
E01016138,"418,000"
E01016139,"340,000"
E01016140,"265,000"
E01016141,"263,000"
E01016142,"467,500"
E01016143,"382,000"
E01016144,"482,500"
E01016145,"377,500"
E01016146,"327,750"
E01016147,"380,000"
E01016148,"392,750"
E01016149,"370,500"
E01016150,"277,500"
E01016151,"320,000"
E01016152,"420,000"
E01016153,"283,500"
E01016154,"307,500"
E01016155,"315,000"
E01016156,"271,500"
E01016157,"325,000"
E01016158,"276,500"
E01016159,"300,000"
E01016160,"280,000"
E01016161,"290,000"
E01016162,"317,500"
E01016163,"305,500"
E01016164,"293,000"
E01016165,"318,750"
E01016166,"320,000"
E01016167,"343,500"
E01016168,"350,000"
E01016169,"347,000"
E01016170,"231,000"
E01016171,"287,500"
E01016172,"366,000"
E01016173,"290,000"
E01016174,"365,000"
E01016175,"425,000"
E01016176,"380,000"
E01016177,"270,000"
E01016178,"291,250"
E01016179,"406,000"
E01032798,"335,000"
E01016180,"522,500"
E01016181,"590,000"
E01016182,"545,000"
E01016183,"452,500"
E01016184,"435,000"
E01016185,"360,000"
E01016186,"597,500"
E01016187,"525,000"
E01016188,"492,500"
E01016190,"590,000"
E01016191,"400,000"
E01016192,"293,500"
E01016193,"390,000"
E01016194,"610,000"
E01016195,"350,000"
E01016196,"425,000"
E01016197,"400,000"
E01016198,"506,000"
E01016199,"550,000"
E01016200,"382,500"
E01016201,"340,000"
E01016202,"324,500"
E01016203,"365,000"
E01016204,"385,000"
E01016205,"359,000"
E01016206,"355,000"
E01016207,"510,000"
E01016208,"327,500"
E01016209,"355,000"
E01016210,"340,000"
E01016212,"350,000"
E01016213,"465,000"
E01016214,"520,000"
E01016215,"350,000"
E01016216,"340,000"
E01016217,"372,500"
E01016218,"362,500"
E01016219,"535,000"
E01016220,"365,750"
E01016221,"352,500"
E01016222,"550,000"
E01016223,"340,000"
E01016224,"357,500"
E01016225,"482,500"
E01016226,"358,500"
E01016227,"470,000"
E01016228,"502,500"
E01016229,"432,000"
E01016230,"402,500"
E01016231,"399,000"
E01016232,"346,250"
E01016233,"375,000"
E01016234,"412,500"
E01016235,"540,000"
E01016236,"360,000"
E01016237,"347,500"
E01016238,"380,000"
E01016239,"397,000"
E01016240,"384,500"
E01016241,"398,500"
E01016242,"267,500"
E01016243,"425,000"
E01016245,"455,000"
E01016246,"445,000"
E01016247,"467,500"
E01016248,"355,000"
E01016249,"268,750"
E01016250,"315,000"
E01016252,"540,000"
E01016253,"617,500"
E01032724,"235,000"
E01032725,"442,500"
E01032726,"347,000"
E01032727,"720,848"
E01032728,"248,000"
E01016254,"326,100"
E01016255,"746,000"
E01016256,"790,000"
E01016257,"1,145,177"
E01016258,"430,000"
E01016259,"398,750"
E01016260,"533,000"
E01016261,"460,000"
E01016262,"492,500"
E01016263,"390,000"
E01016264,"935,000"
E01016265,"660,000"
E01016266,"865,000"
E01016267,"547,250"
E01016268,"351,500"
E01016269,"447,500"
E01016270,"505,000"
E01016271,"385,000"
E01016272,"460,000"
E01016273,"330,000"
E01016274,"400,000"
E01016275,"301,250"
E01016276,"350,000"
E01016277,"720,000"
E01016278,"447,000"
E01016279,"300,000"
E01016280,"332,500"
E01016281,"375,000"
E01016282,"395,000"
E01016283,"599,975"
E01016284,"535,000"
E01016285,"952,500"
E01016286,"455,000"
E01016287,"595,000"
E01016288,"607,500"
E01016289,"587,500"
E01016290,"435,000"
E01016291,"461,000"
E01016292,"405,000"
E01016293,"360,000"
E01016294,"363,500"
E01016295,"322,200"
E01016296,"274,750"
E01016297,"405,000"
E01016298,"367,000"
E01016299,"313,000"
E01016300,"525,000"
E01016301,"605,000"
E01016302,"525,000"
E01016303,"442,500"
E01016304,"442,680"
E01016305,"280,750"
E01016306,"322,625"
E01016307,"480,000"
E01016308,"580,000"
E01016309,"430,000"
E01016310,"395,000"
E01016311,"366,000"
E01016312,"302,500"
E01016313,"415,000"
E01016314,"825,000"
E01016315,"455,000"
E01016316,"585,000"
E01016317,"582,500"
E01016318,"357,500"
E01016319,"355,500"
E01016320,"475,000"
E01016321,"415,000"
E01016322,"545,000"
E01016323,"431,500"
E01016324,"477,000"
E01016325,"312,000"
E01016326,"860,500"
E01016327,"417,000"
E01016328,"398,525"
E01016329,"325,000"
E01016330,"330,750"
E01016331,"341,250"
E01016332,"318,000"
E01016333,"442,000"
E01016334,"405,000"
E01016335,"381,000"
E01016336,"345,500"
E01016337,"335,000"
E01016338,"380,000"
E01016339,"370,000"
E01016340,"369,000"
E01016341,"350,000"
E01016342,"326,250"
E01016343,"405,000"
E01016344,"420,000"
E01016345,"343,750"
E01016346,"230,000"
E01016347,"245,000"
E01016348,"272,500"
E01016349,"426,500"
E01016350,"450,000"
E01016353,"287,000"
E01016355,"375,000"
E01016356,"313,500"
E01016357,"279,975"
E01016358,"300,000"
E01016359,"290,000"
E01016360,"325,000"
E01016361,"305,000"
E01016362,"348,000"
E01016363,"321,500"
E01016364,"555,000"
E01016365,"394,250"
E01016366,"425,250"
E01016367,"385,000"
E01016368,"350,000"
E01016369,"377,500"
E01016370,"427,000"
E01016371,"330,500"
E01016372,"364,000"
E01016373,"349,000"
E01016374,"330,000"
E01016375,"260,750"
E01016376,"323,000"
E01016377,"347,500"
E01016378,"264,000"
E01016379,"311,000"
E01016380,"390,000"
E01016381,"335,000"
E01016382,"320,000"
E01016383,"335,000"
E01016384,"550,000"
E01016385,"351,250"
E01016386,"812,500"
E01016387,"620,000"
E01016388,"420,000"
E01016389,"340,000"
E01016390,"271,000"
E01016391,"250,050"
E01016392,"237,500"
E01016393,"385,000"
E01016394,"382,500"
E01016395,"427,500"
E01016396,"291,500"
E01016397,"281,250"
E01016398,"247,500"
E01016399,"385,000"
E01016400,"335,000"
E01016401,"372,500"
E01016402,"335,000"
E01016403,"478,140"
E01016404,"281,000"
E01016405,"295,000"
E01016406,"332,500"
E01016407,"480,000"
E01016408,"450,000"
E01016409,"425,000"
E01016410,"476,000"
E01016411,"687,500"
E01016412,"420,000"
E01016413,"585,500"
E01016414,"284,000"
E01016415,"320,000"
E01016416,"261,000"
E01016417,"375,000"
E01016418,"317,000"
E01016419,"295,000"
E01016420,"415,000"
E01016421,"380,000"
E01016422,"397,500"
E01016423,"330,000"
E01016424,"415,000"
E01016425,"630,000"
E01016426,"872,500"
E01016427,"648,750"
E01016428,"551,000"
E01016429,"499,975"
E01016430,"645,000"
E01016431,"390,000"
E01016432,"406,250"
E01016433,"377,500"
E01016434,"352,500"
E01016435,"347,500"
E01016436,"400,000"
E01016437,"376,250"
E01016438,"307,500"
E01016439,"336,500"
E01016440,"357,000"
E01016441,:
E01016442,"350,000"
E01016443,"330,000"
E01033415,"295,000"
E01033417,"305,500"
E01033418,"315,000"
E01033420,"267,500"
E01033421,"270,750"
E01033422,"240,000"
E01033423,"181,500"
E01016444,"455,000"
E01016445,:
E01016446,"385,000"
E01016447,"332,500"
E01016448,"230,000"
E01016449,"425,000"
E01016450,"370,000"
E01016451,:
E01016452,"395,500"
E01016453,"370,000"
E01016454,"392,500"
E01016455,"386,250"
E01016456,"405,000"
E01016457,"370,000"
E01016458,"385,000"
E01016459,"272,500"
E01016460,"362,000"
E01016461,"233,000"
E01016462,"295,000"
E01016463,"333,000"
E01016464,"350,000"
E01016465,"315,000"
E01016467,"375,000"
E01016468,"439,950"
E01016469,"298,750"
E01016470,"412,500"
E01016471,"420,000"
E01016472,"425,000"
E01016473,"430,000"
E01016474,"353,500"
E01016475,"279,000"
E01016476,"376,000"
E01016477,"356,000"
E01016478,"350,000"
E01016479,"387,500"
E01016480,"450,000"
E01016481,"208,000"
E01016482,"385,000"
E01016483,"257,000"
E01016484,"320,000"
E01016485,"360,000"
E01016486,"372,500"
E01016487,"425,000"
E01016488,"261,500"
E01016490,"246,000"
E01016491,"561,500"
E01016492,"515,000"
E01016493,"462,500"
E01016494,"280,000"
E01016495,"345,000"
E01016496,"295,025"
E01016497,"675,000"
E01016498,"395,000"
E01016499,"360,000"
E01016500,"420,000"
E01016501,"430,000"
E01016502,"450,000"
E01016503,"455,000"
E01016504,"492,500"
E01016505,"485,000"
E01016506,"315,000"
E01016507,"497,500"
E01016508,"530,000"
E01016509,"470,000"
E01016510,"778,000"
E01016511,"240,000"
E01016512,"212,500"
E01016513,"660,000"
E01016514,"250,000"
E01016515,"805,000"
E01016516,"426,000"
E01016517,"274,460"
E01016518,"401,125"
E01016519,"430,500"
E01016520,"350,000"
E01016521,"480,000"
E01032729,"250,000"
E01032730,"203,000"
E01032731,"498,750"
E01032732,"298,000"
E01016522,"775,000"
E01016523,"1,062,500"
E01016524,"830,000"
E01016525,"495,000"
E01016526,"600,500"
E01016527,"485,000"
E01016528,"437,500"
E01016529,"315,000"
E01016530,"555,555"
E01016531,"830,000"
E01016532,"700,000"
E01016533,"822,500"
E01016534,"820,000"
E01016535,"416,500"
E01016536,"450,000"
E01016537,"420,000"
E01016538,"396,750"
E01016539,"777,500"
E01016540,"572,500"
E01016541,"515,000"
E01016542,"483,000"
E01016543,"870,000"
E01016544,"677,500"
E01016545,"445,000"
E01016546,"610,000"
E01016547,"608,000"
E01016548,"537,500"
E01016549,"335,000"
E01016550,"567,500"
E01016551,"525,000"
E01016552,"550,000"
E01016553,"550,000"
E01016554,"530,000"
E01016555,"355,500"
E01016556,"525,000"
E01016557,"415,000"
E01016558,"427,500"
E01016559,"565,000"
E01016560,"582,000"
E01016561,"488,750"
E01016562,"535,000"
E01016563,"445,562"
E01016564,"483,500"
E01016565,"760,000"
E01016566,"372,000"
E01016567,"518,000"
E01016568,"500,000"
E01016569,"390,000"
E01016570,"553,750"
E01016571,"530,000"
E01016572,"528,000"
E01016573,"396,250"
E01016574,"418,000"
E01016575,"740,000"
E01016576,"597,500"
E01016577,"575,000"
E01016578,"790,000"
E01016579,"660,000"
E01016580,"442,175"
E01016581,"1,204,375"
E01016582,"375,500"
E01016583,"522,500"
E01016584,"432,500"
E01016585,"400,000"
E01016586,"657,500"
E01016587,"555,000"
E01016588,"550,000"
E01016589,"667,500"
E01016591,"515,000"
E01016592,"380,000"
E01016593,"436,000"
E01016594,"245,500"
E01016595,"512,500"
E01016596,"575,000"
E01016597,"917,500"
E01016598,"520,000"
E01016599,"377,500"
E01016600,"1,000,000"
E01016601,"515,000"
E01016602,"647,500"
E01016603,"900,000"
E01016604,"625,000"
E01016605,"830,000"
E01016606,"670,000"
E01016607,"1,200,000"
E01016608,"637,000"
E01016609,"450,000"
E01032733,"284,000"
E01032734,"319,000"
E01016610,"435,000"
E01016611,"341,500"
E01016612,"687,500"
E01016613,"470,000"
E01016614,"492,500"
E01016615,"375,000"
E01016616,"466,750"
E01016617,"467,500"
E01016618,"555,000"
E01016619,"699,500"
E01016620,"605,000"
E01016621,"416,000"
E01016622,"576,500"
E01016623,"504,500"
E01016624,"495,000"
E01016625,"475,000"
E01016626,"405,000"
E01016627,"534,750"
E01016628,"525,000"
E01016629,"755,000"
E01016630,"451,000"
E01016631,"427,500"
E01016632,"510,000"
E01016633,"585,000"
E01016634,"502,500"
E01016635,"527,500"
E01016636,"670,000"
E01016637,"890,000"
E01016638,"441,250"
E01016639,"575,000"
E01016640,"875,000"
E01016641,"524,975"
E01016642,"487,500"
E01016643,"625,000"
E01016644,"447,535"
E01016645,"335,000"
E01016646,"435,250"
E01016647,"470,000"
E01016648,"381,500"
E01016649,"440,000"
E01016651,"340,000"
E01016652,"519,250"
E01016653,"670,000"
E01016654,"410,000"
E01016655,"400,000"
E01016656,"977,500"
E01016657,"576,250"
E01016658,"341,000"
